street	intersections	agencies	number_violations
W 36 ST		P	9
W 36th St	e/of hudson blv|e/of 11th ave|w/of dyer ave|w/of hudson blv|w/of hudson blvd|e/of hudson blvd|e/of 5th ave|w/of hudson bl|e/of park ave|s/of 10th ave|n/of 7th ave|n/of 10th ave|w/of 6th ave|w/of broadway|w/of 10th ave|e/of 8th ave|e/of hudson bl|w/of madison av|w/of 11th ave|w/of f d r dr|s/of broadway|w/of 1st ave|n/of 6th ave|w/of 5th ave|e/of 6th ave|e/of broadway|w/of 7th ave|e/of 10th ave|s/of hudson bl|w/of 8th ave|w/of 9th ave|e/of 7th ave|s/of hudson blv|e/of 9th ave|w/of w 35th st|w/of fashion av	T	9512
W 37 ST		P	8
W 37 STREET		P	9
W 37th St	w/of 9th ave|8th ave|e/of 7th ave|s/of w 36th st|w/of 11th ave|w/of e 109th s|n/of 10th ave|w/of hudson bl|s/of hudson blv|e/of madison av|n/of 6th ave|w/of broadway|e/of 9th ave|w/of 6th ave|w/of 5th ave|w/of 7th ave|w/of 10th ave|w/of 8th ave|e/of 5th ave|broadway|w/of madison av|w/of hudson blvd|e/of hudson blvd|s/of 6th ave|s/of broadway|w/of park ave|e/of 6th ave|e/of broadway|e/of 10th ave|e/of 11th ave|w/of hudson blv|e/of 8th ave|w/of a new str|e/of hudson bl|w/of 86th tran|n/of w 35th st|e/of hudson blv|s/of hudson bl|s/of 5th ave|9th ave|n/of 7th ave|w/of madison a|w/of e 96th st	T	11589
W 37TH ST		P	4
W 38 ST	9th avenue	P	16
W 38 STREET		P	5
W 38th St	e/of 7th ave|w/of broadway|w/of 8th ave|w/of madison ave|w/of 5th ave|e/of 6th ave|e/of 9th ave|e/of 10th ave|w/of hudson blv|e/of 8th ave|n/of 7th ave|w/of 11th ave|e/of 79th st tr|e/of broadway|w/of 7th ave|e/of 11th ave|w/of 6th ave|w/of 10th ave|w/of 9th ave|e/of 5th ave|e/of hudson blv|w/of madison av|e/of broad st|n/of 8th ave|w/of park ave	T	10156
W 38TH STREET		P	4
W 39 ST	7th ave	P	6
W 39th St	e/of 9th ave|e/of 6th ave|w/of 8th ave|e/of 7th ave|e/of broadway|w/of 7th ave|e/of 5th ave|8th ave|w/of park ave|w/of 9th ave|e/of madison av|s/of 11th ave|e/of e 110th st|e/of 11th ave|w/of 6th ave|w/of 10th ave|w/of 5th ave|n/of 7th ave|w/of 145th st|e/of mercer st|w/of madison av|s/of 5th ave|w/of broadway|e/of 10th ave|e/of 8th ave|9th ave|w/of 11th ave|w/of broadway a|7th ave|w/of e 100th st|e/of 12th ave|e/of fashion av|e/of tunnel exi	T	12304
W 3rd St	n/of bleecker s|e/of mercer st|e/of thompson st|s/of mercer st|e/of broadway|n/of thompson st|w/of 7th ave|s/of mac dougal|e/of mac dougal|e/of laguardia p|w/of broadway|w/of sullivan s|s/of thompson st|w/of sullivan st|s/of laguardia p|s/of thompson s|w/of hudson st|w/of mercer st|e/of laguardia|e/of 6th ave|w/of laguardia|w/of thompson st|e/of sullivan s|w/of mac dougal|w/of thompson s|w/of avenue a|w/of laguardia p|s/of laguardia|e/of thompson s|e/of sullivan st|s/of 6th ave|w/of 6th ave|e/of mac douga|n/of broadway|w/of lafayette|e/of thomas st	T	2858
W 3RD ST		P	16
W 3RD STREET		P	5
W 4 ST		P	15
W 4 STREET		P	5
W 40 ST	7th ave	P	6
W 40th St	e/of broadway|w/of 9th ave|e/of madison av|n/of broadway|e/of tunnel exi|e/of 11th ave|e/of 8th ave|w/of broadway|w/of 7th ave|w/of 10th ave|w/of 6th ave|e/of 10th ave|w/of madison av|w/of 5th ave|w/of broadway t|s/of broadway|e/of 7th ave|w/of 8th ave|e/of 9th ave|e/of 6th ave|e/of 5th ave|e/of tunnel ent|w/of 2nd ave|e/of 12th ave	T	8272
W 41		P	10
W 41 ST	7th ave	P	13
W 41st St	e/of 7th ave|w/of 6th ave|e/of 11th ave|w/of 8th ave|s/of broadway|w/of 12th ave|e/of broad st|s/of 9th ave|w/of broadway|e/of 9th ave|w/of 9th ave|w/of 10th ave|e/of dyer ave|s/of 6th ave|w/of dyer ave|e/of 5th ave|w/of lexington|n/of 6th ave|w/of 5th ave|e/of 8th ave|e/of broadway|w/of 7th ave|w/of 11th ave|e/of 12th ave|e/of madison av|w/of park ave|e/of 7th ave s|n/of broadway|e/of 6th ave	T	5486
W 42	69th street|mad	P	17
W 42 ST		P	117
W 42 STREET		P	19
W 42nd St	e/of 6th ave|e/of e 109th st|e/of 11th ave|w/of broadway|w/of 8th ave|e/of 9th ave|e/of dyer ave|e/of 12th ave|w/of 6th ave|w/of 10th ave|w/of 7th ave|w/of 6 1/2 ave|e/of 7th ave|e/of park ave|w/of vanderbilt|w/of 12th ave|w/of 5th ave|e/of 10th ave|w/of 11th ave|e/of broadway|6th ave|w/of park ave|w/of 4th ave|e/of 8th ave|w/of 9th ave|n/of 8th ave	T	4203
W 42ND ST		P	22
W 42ND STREET		P	49
W 43 ST	broadway	P	13
W 43 STREET		P	4
W 43rd St	w/of 5th ave|w/of 8th ave|w/of broadway|e/of 9th ave|e/of 10th ave|e/of avenue of|n/of 7th ave|e/of 6th ave|w/of 6th ave|e/of 8th ave|e/of broadway|e/of 7th ave|w/of 11th ave|e/of 12th ave|w/of 10th ave|n/of 6th ave|e/of 11th ave|e/of 5th ave|w/of 9th ave|w/of 7th ave|e/of west st|w/of madison av|w/of madison a|n/of 8th ave	T	9659
W 43RD ST	12th ave	P	4
W 44 ST	9 ave	T|P	16
W 44 STREET		P	4
W 44th St	w/of 10th ave|e/of 10th ave|w/of 8th ave|e/of 5th ave|w/of madison av|n/of 10th ave|e/of 8th ave|e/of 6th ave|e/of broadway|w/of 6th ave|e/of 7th ave|w/of 7th ave|n/of 7th ave|e/of 9th ave|w/of broadway|e/of 12th ave|w/of 5th ave|w/of 11th ave|e/of 11th ave|w/of 9th ave|s/of 7th ave|6th ave	T	5914
W 44TH ST		T|P	13
W 45		P	4
W 45 ST	8th ave	P|T	18
W 45 STREET		P	15
W 45th St	e/of 7th ave|e/of lexington|w/of 5th ave|w/of 7th ave|w/of 6th ave|e/of 11th ave|e/of madison av|e/of vanderbilt|t|e/of 6th ave|e/of broadway|w/of broadway|s/of 7th ave|e/of 8th ave|w/of 11th ave|w/of 9th ave|w/of 10th ave|7th ave|w/of vanderbilt|e/of 12th ave|w/of 8th ave|e/of 10th ave|e/of 9th ave|w/of madison av|w/of broadway a|s/of 6th ave|e/of 5th ave|w/of lexington|e/of de pew pl|e/of vanderbil	T	8299
W 46 ST	12th ave	T|P	18
W 46th St	w/of 5th ave|e/of 6th ave|e/of 8th ave|w/of 10th ave|e/of madison av|e/of lexington|e/of broadway|9th ave|6th ave|w/of 6th ave|e/of 11th ave|w/of broadway|e/of 5th ave|w/of madison av|e/of e 46th st|e/of 12th ave|w/of 7th ave|w/of 11th ave|e/of 10th ave|e/of 7th ave|e/of 9th ave|w/of 8th ave|w/of lexington|w/of 12th ave|w/of 3rd ave|e/of park ave|s/of 7th ave|w/of vanderbilt|w/of 145th st b|w/of 9th ave	T	9224
W 47	12th  ave|broadway	P	17
W 47 ST	12 ave|8 ave	P	17
W 47 STREET		P	4
W 47th St	e/of 6th ave|e/of broadway|w/of 7th ave|e/of 8th ave|e/of 5th ave|e/of 11th ave|e/of 12th ave|n/of broadway|w/of e 108th st|e/of 9th ave|w/of avenue of|w/of 12th ave|w/of 4th ave|5th ave|w/of broadway|w/of 6th ave|e/of lexington|e/of park ave|e/of 10th ave|w/of madison av|opp|madison ave|w/of madison ave|n/of 12th ave|w/of 5th ave|e/of 7th ave|w/of 8th ave|w/of 11th ave|w/of 9th ave|w/of 10th ave|w/of 3rd ave|n/of 5th ave	T	12188
W 47TH ST		P	9
W 48 ST	8 ave|12 ave	P	7
W 48th St	w/of 5th ave|e/of 3rd ave|e/of broadway|e/of rockefeller|w/of 6th ave|e/of 11th ave|e/of 12th ave|w/of 11th ave|s/of 8th ave|e/of 9th ave|6th ave|n/of 8th ave|w/of lexington|e/of park ave|e/of 6th ave|e/of 5th ave|w/of rockefelle|e/of 7th ave|w/of madison av|e/of rockefelle|e/of 6 1/2 ave|e/of madison av|w/of 9th ave|e/of 8th ave|w/of broadway|w/of 8th ave|w/of 7th ave|e/of 10th ave|w/of 10th ave|n/of broadway|7th ave	T	7835
W 48TH ST	6 ave	P	7
W 49 ST		T|P	9
W 49 STREET		P	5
W 49th St	e/of broadway|e/of 6th ave|n/of 6th ave|e/of rockefelle|e/of rockefeller|w/of 11th ave|e/of madison a|e/of 6 1/2 ave|e/of 7th ave|w/of 5th ave|w/of 7th ave|w/of rockefelle|e/of 11th ave|e/of 9th ave|e/of 10th ave|e/of madison av|s/of 5th ave|w/of park ave|s/of 8th ave|w/of 9th ave|e/of rockefell|w/of madison ave|e/of 8th ave|w/of 6th ave|w/of broadway|w/of 8th ave|w/of rockefell|w/of 10th ave|e/of 12th ave|e/of 5th ave|w/of madison av|w/of rockefeller|n/of 8th ave|w/of barrow st|e/of park ave	T	5933
W 4TH	corner 6th ave	P	5
W 4th St	w/of washington|e/of barrow st|e/of washington|sheridan sq|e/of grove st|w/of w 11th st|n/of horatio st|w/of broadway|w/of mac dougal|s/of w 11th st|s/of horatio st|w/of 7th ave s|e/of 7th ave|n sof sheridan sq 5|w/of lafayette|e/of avenue of t|w/of laguardia|w/of perry st|s/of w 10th st|s/of thompson s|front of chase bank|ticket id 99580|e/of thompson st|e/of lafayette|w/of 6th ave|e/of mercer st|n/of perry st|w/of greene st|e/of bank st|n/of charles st|w/of rockefell|dave van ronk street|s/of gansevoort|w/of grove st|s/of barrow st|n/of w 11th st|w/of mac douga|s/of charles st|e/of thompson s|s/of grove st|sheridan square|w/of thompson s|w/of cornelia st|n/of broadway|w/of bank st|w/of 7th ave|w/of broadway a|w/of sullivan st|s/of 1st ave|w/of barrow st|n/of w 12th st|s/of w 13th st|n/of barrow st|e/of 6th ave|e/of greene st|e/of broadway|s/of bank st|s/of perry st|e/of 7th ave s|w/of charles st|w/of cornelia s|dave van ronk st|e/of mac dougal|w/of mercer st|e/of sullivan|w/of bowery|w/of jones st|s/of w 12th st|w/of sullivan s|s/of mercer st|w/of w 12th st|e/of grove ct|w/of horatio st|w/of thompson st|n/of jane st|w/of 8th ave|s/of broadway|e/of sullivan s	T	5999
W 4TH ST		T|P	11
W 50 ST		P	14
W 50th St	n/of 7th ave|e/of 5th ave|s/of broadway|w/of 10th ave|s/of 6th ave|n/of rockefelle|s/of 7th ave|e/of 9th ave|e/of rockefell|w/of 6th ave|w/of 8th ave|e/of 7th ave|w/of 3rd ave|e/of 11th ave|n/of 6th ave|e/of madison a|w/of lexington|e/of 12th ave|w/of madison av|w/of 12th ave|w/of 9th ave|e/of 8th ave|w/of broadway|e/of broadway|e/of 6th ave|w/of rockefelle|w/of 5th ave|e/of rockefelle|w/of 11th ave|w/of rockefeller|e/of 10th ave|w/of 7th ave|n/of 5th ave|e/of park ave|e/of rockefeller|w/of park ave|w/of park ave s	T	4952
W 50TH ST		P	4
W 51 ST	5 ave|6 ave	T|P	13
W 51st St	w/of 6 1/2 ave|e/of 8th ave|w/of 10th ave|s/of 6th ave|w/of rockefeller|n/of 6 1/2 ave|n/of madison av|w/of park ave|w/of 8th ave|e/of broadway|e/of 5th ave|w/of 7th ave|w/of 5th ave|e/of 7th ave|e/of 6 1/2 ave|w/of 11th ave|w/of rockefelle|e/of 11th ave|w/of rockefell|e/of madison av|e/of 12th ave|w/of 6th ave|e/of 6th ave|w/of broadway|e/of 9th ave|e/of 10th ave|e/of rockefelle|w/of 9th ave|s/of 6 1/2 ave|s/of 10th ave|w/of avenue of|s/of 11th ave	T	6228
W 52nd St	e/of 6th ave|w/of broadway|w/of 7th ave|e/of madison av|e/of 5th ave|n/of 6th ave|e/of park ave|n/of 7th ave|e/of 10th ave|w/of 10th ave|w/of lexington|n/of 6 1/2 ave|e/of 65th st tr|e/of madison ave|e/of 9th ave|w/of 8th ave|e/of 6 1/2 ave|s/of 6th ave|n/of 10th ave|6th ave|s/of 6 1/2 ave|w/of madison av|w/of 6th ave|w/of 6 1/2 ave|e/of 7th ave|w/of 5th ave|e/of broadway|e/of 8th ave|s/of 7th ave|w/of park ave|e/of 12th ave|e/of 7th ave s|n/of 12th ave|7th ave	T	6338
W 53 ST		P	12
W 53 STREET		P	6
W 53RD		P	7
W 53rd St	w/of 6th ave|e/of 6th ave|w/of 8th ave|e/of broadway|w/of 6 1/2 ave|e/of 6 1/2 ave|w/of lexington|w/of madison av|s/of 11th ave|e/of 7th ave|e/of 8th ave|w/of broadway|w/of 7th ave|w/of park ave|w/of 9th ave|s/of 8th ave|w/of 5th ave|e/of 9th ave|e/of 10th ave|e/of 11th ave|n/of 6th ave|n/of 5th ave|s/of 6th ave|n/of broadway|e/of 5th ave|e/of madison av|madison ave	T	1971
W 53RD ST		P	27
W 54 ST		P	7
W 54th St	w/of 6th ave|e/of 11th ave|w/of broadway|w/of 9th ave|w/of park ave|w/of 3rd ave|w/of madison av|e/of 8th ave|s/of 6 1/2 ave|w/of 11th ave|w/of 86th trans|6th ave|w/of avenue of|e/of 6 1/2 ave|e/of broadway|w/of 7th ave|e/of 6th ave|w/of 6 1/2 ave|e/of 7th ave|w/of 8th ave|n/of 6 1/2 ave|n/of 6th ave|n/of 7th ave|w/of 10th ave|s/of 6th ave|w/of 5th ave|e/of 5th ave|e/of madison av|e/of 12th ave	T	4200
W 55	8th ave	P	4
W 55 ST		P	42
W 55th St	e/of 6th ave|w/of 7th ave|e/of broadway|w/of broadway|e/of 10th ave|w/of 5th ave|n/of 5th ave|s/of broadway|n/of 8th ave|e/of 9th ave|e/of 12th ave|e/of madison av|w/of madison a|w/of park ave|e/of park ave|e/of 8th ave|w/of 6th ave|w/of 9th ave|e/of 7th ave|7th ave|s/of 11th ave|e/of lexington|n/of broadway|w/of 11th ave|e/of 11th ave|w/of 10th ave|w/of 8th ave|e/of 6 1/2 ave|w/of madison av|e/of 5th ave|s/of 5th ave|w/of avenue of	T	4360
W 55TH STREET		P	4
W 56th St	w/of 6th ave|e/of 6 1/2 ave|w/of 5th ave|w/of 7th ave|e/of 5th ave|w/of broadway|e/of 7th ave|w/of 8th ave|w/of 10th ave|w/of 6 1/2 ave|e/of madison av|w/of park ave|s/of 7th ave|e/of e 56th st|e/of 8th ave|w/of madison a|e/of 6th ave|w/of madison av|w/of 9th ave|n/of 6th ave|w/of 11th ave|e/of broadway|e/of 11th ave|s/of 5th ave	T	5023
W 57 ST		P	15
W 57 STREET		P	4
W 57th St	e/of 5th ave|w/of 6th ave|e/of 12th ave|w/of 7th ave|e/of 6th ave|e/of 11th ave|w/of e 108th st|s/of broadway|7th ave|w/of 11th ave|e/of 9th ave|w/of madison a|w/of 9th ave|e/of 8th ave|w/of madison av|e/of 6 1/2 ave|w/of 12th ave|e/of park ave|9th ave|w/of 5th ave|e/of broadway|n/of 8th ave|e/of 7th ave|w/of broadway|w/of 8th ave|w/of 6 1/2 ave|5th ave	T	4856
W 58 ST	broadway	P	7
W 58th St	w/of 5th ave|e/of 6th ave|e/of 5th ave|e/of broadway|w/of broadway|w/of 8th ave|w/of grand arm|n/of 12th ave|w/of freedom pl|w/of grand army|e/of madison av|e/of 7th ave|e/of 11th ave|w/of 6th ave|e/of 12th ave|w/of 7th ave|e/of west st|n/of 10th ave|s/of broad st|w/of 12th ave|s/of 7th ave|w/of 9th ave|e/of grand army|n/of broadway|w/of 11th ave|w/of 10th ave|e/of 8th ave|e/of 10th ave|w/of central par|e/of 9th ave|w/of madison av|8th ave|w/of madison ave|s/of 11th ave|s/of 5th ave|s/of broadway	T	6499
W 59 ST		P	14
W 59th St	e/of 11th ave|e/of riverside|e/of freedom pl|w/of west end|e/of west end a|w/of amsterdam|n/of park ave|e/of freedom pla|e/of 5th ave|n/of w 58th st|w/of 11th ave|w/of west end a|e/of 6th ave|e/of west end|s/of 10th ave|e/of 10th ave|w/of freedom p|e/of 12th ave|w/of madison a|s/of amsterdam a|w/of columbus ci|w/of 10th ave|e/of amsterdam|w/of freedom pl|w/of columbus a|e/of amsterdam a|e/of 7th ave|s/of amsterdam|w/of madison av|w/of amsterdam a|w/of 5th ave|s/of columbus av|e/of west end av|w/of columbus|w/of 6th ave	T	1288
W 60 ST		P	6
W 60th St	w/of columbus a|w/of columbus av|w/of west end a|s/of amsterdam|w/of west end av|e/of 9th ave|w/of west end|w/of 11th ave|n/of west end|s/of amsterdam a|e/of amsterdam|w/of amsterdam a|e/of columbus av|e/of west end a|e/of columbus a|s/of columbus a|s/of columbus av|e/of west end|w/of columbus|w/of amsterdam|s/of freedom pl|e/of freedom pl|w/of broadway|e/of west end av|e/of amsterdam a|n/of amsterdam|n/of west end a	T	1498
W 61		P	6
W 61 DR		P	5
W 61 ST	freedom place	P	45
W 61st Dr	e/of amsterdam|w/of amsterdam|e/of columbus a|e/of west end av	T	21
W 61st St	w/of thelonius|w/of amsterdam|e/of riverside|e/of thelonius|s/of amsterdam|w/of 1st ave|e/of west end av|e/of east end a|e/of columbus a|w/of freedom pl|w/of broadway|e/of columbus av|e/of broadway|e/of west end|e/of riverside b|e/of amsterdam a|w/of west end a|s/of amsterdam a|n/of amsterdam|w/of amsterdam a|w/of freedom p|w/of columbus a|w/of freedom pla|w/of west end|e/of freedom pl|e/of amsterdam|w/of central pa|e/of west end a|s/of freedom pl|n/of w 60th st	T	1177
W 62 ST		P	15
W 62nd St	e/of riverside|w/of columbus a|w/of freedom p|e/of amsterdam|w/of central pa|e/of amsterdam a|w/of 11th ave|e/of riverside b|e/of columbus a|w/of riverside b|e/of broadway|w/of broadway|e/of freedom pl|w/of amsterdam|w/of columbus|w/of west end av|e/of west end av|s/of broadway|w/of freedom pl|w/of west end a|e/of river ter|w/of west end|w/of central p|w/of central par|w/of freedom pla|w/of w broadway|e/of columbus av|e/of central p|w/of riverside|e/of central pa|e/of west end a|w/of columbus av|e/of columbus c	T	1878
W 63 ST		P	12
W 63rd St	e/of freedom pl|e/of broadway|e/of riverside|e/of columbus a|w/of freedom pl|s/of broadway|e/of riverside d|w/of west end a|w/of central par|e/of west end|w/of central p|w/of freedom pla|n/of broadway|w/of central pa|e/of freedom pla|e/of riverside b|w/of broadway|e/of west end a|w/of west end|e/of amsterdam|s/of w 65th st|n/of w 62nd st|e/of columbus av	T	1995
W 64 ST	freedom pl	P	12
W 64th St	w/of amsterdam|e/of riverside|w/of riverside|e/of freedom pla|e/of frederick d|e/of west end av|w/of freedom pl|e/of freedom p|e/of amsterdam|w/of central p|w/of freedom pla|w/of freedom p|w/of west end av|e/of riverside b|w/of west end|e/of freedom pl|w/of amsterdam a|w/of central par|e/of columbus a|s/of broadway|w/of central pa|e/of broadway|e/of west end a|w/of west end a|e/of west end|e/of central pa	T	1913
W 65 ST		P	6
W 65th St	w/of central par|e/of west end av|e/of central pa|e/of west end a|e/of columbus|s/of columbus a|s/of central pa|e/of amsterdam|w/of central pa|w/of riverside|e/of broadway|w/of central p|e/of riverside|e/of west end|e/of riverside b|e/of freedom pl|e/of columbus av|w/of amsterdam|w/of amsterdam a|w/of broadway|e/of columbus a|e/of amsterdam a|w/of freedom pla|w/of west end av|n/of amsterdam	T	1140
W 66 ST		P	8
W 66th St	w/of west end a|w/of broadway|w/of central par|e/of freedom pl|w/of columbus|e/of riverside b|w/of central pa|w/of columbus a|w/of freedom pl|e/of broadway|e/of west end a|e/of amsterdam a|e/of columbus|w/of columbus av|n/of amsterdam|e/of columbus a|e/of central pa|w/of amsterdam|s/of amsterdam|e/of riverside|e/of west end|e/of west end av|e/of columbus av|e/of amsterdam|e/of riverside d|w/of west end	T	1476
W 67 ST	broadway	P	9
W 67th St	w/of columbus av|e/of broadway|e/of central par|e/of west end|w/of columbus a|e/of amsterdam|w/of broadway|e/of seaman ave|e/of columbus av|e/of amsterdam a|s/of broadway|w/of central par|w/of central pa|e/of riverside b|w/of amsterdam|w/of amsterdam a|e/of freedom pl|e/of riverside|e/of columbus a|n/of broadway	T	2170
W 67TH ST	amsterdam ave	P	4
W 68 ST	central park west	P	8
W 68th St	w/of central pa|w/of freedom pl|e/of columbus a|w/of columbus av|w/of broadway|w/of riverside|w/of amsterdam|w/of central par|e/of amsterdam a|w/of columbus a|e/of broadway|e/of amsterdam|e/of riverside|e/of columbus av|e/of riverside b|s/of broadway	T	1069
W 69 ST		P	6
W 69th St	e/of amsterdam|e/of amsterdam a|w/of central pa|e/of central pa|s/of central pa|building 155 service|n/of broadway|s/of broadway|e/of 5th ave|w/of broadway|e/of broadway|w/of freedom pl|e/of riverside|w/of columbus av|w/of central par|in front of mpg  par|e/of columbus av|e/of freedom pl|w/of riverside|e/of riverside b|w/of w broadway|e/of columbus a	T	2434
W 69TH ST		P	8
W 70 ST		P	19
W 70th St	e/of west end a|e/of broadway|e/of riverside|w/of central par|w/of central p|e/of columbus av|n/of freedom pl|w/of columbus|w/of west end|s/of park ave|s/of broadway|e/of central par|w/of central pa|e/of freedom pl|e/of park ave|e/of west end av|w/of riverside|w/of freedom p|w/of broadway|e/of amsterdam a|e/of columbus a|w/of amsterdam a|w/of freedom pl|w/of amsterdam|e/of amsterdam|e/of riverside b|w/of columbus a|w/of west end a|e/of west end|e/of wadsworth|e/of west rd|s/of w 71st st	T	2681
W 70TH STREET		P	4
W 71 ST		P	15
W 71 STREET		P	5
W 71st St	e/of riverside|w/of central par|w/of riverside|e/of central par|w/of freedom pl|w/of central p|e/of west end a|e/of broadway|w/of central pa|e/of central pa|w/of west end av|e/of columbus a|w/of amsterdam|w/of w broadway|w/of columbus av|e/of riverside b|w/of broadway|w/of west end a|e/of amsterdam|e/of west end av|e/of columbus av|w/of columbus a|s/of west end a	T	3502
W 72 ST		P	42
W 72 STREET		P	5
W 72nd St	w/of broadway|w/of columbus a|e/of columbus a|e/of amsterdam|e/of riverside|e/of west end a|e/of riverside d|s/of amsterdam a|w/of west end a|n/of amsterdam|w/of st nichola|e/of 3rd ave|w/of west end|e/of henry huds|w/of riverside|s/of brooklyn br|w/of central pa|e/of broadway|e/of west end av|w/of central p|e/of columbus av|n/of riverside	T	6114
W 72ND ST		P	13
W 73	riverside drive|riverside dr	P	5
W 73 ST	riverside dr	P	16
W 73rd St	w/of broadway|n/of broadway|s/of west end a|e/of 5th ave|w/of columbus av|e/of columbus av|e/of harlem riv|e/of riverside|w/of central pa|e/of columbus a|w/of amsterdam|w/of west end a|e/of amsterdam|e/of west end av|w/of central par|e/of amsterdam a|e/of west end|w/of w broadway|w/of columbus a|w/of central p|e/of broadway|w/of broadway a|e/of riverside d|w/of amsterdam a|e/of west end a|w/of west end av|s/of columbus av|w/of broad st	T	2907
W 74 ST		P	23
W 74th St	w/of broadway|e/of west end a|w/of west end av|w/of amsterdam|w/of central p|e/of central pa|w/of columbus a|w/of w broadway|e/of riverside|e/of broadway|w/of central par|e/of columbus a|w/of columbus av|e/of central par|w/of amsterdam a|w/of central pa|w/of west end a|e/of west end av|e/of columbus av|e/of amsterdam|e/of amsterdam a|e/of riverside d	T	3263
W 75 ST		P	18
W 75th St	w/of broadway|e/of central par|w/of west end a|w/of west end av|w/of columbus av|e/of riverside|w/of central pa|e/of amsterdam|e/of broadway|e/of west end av|e/of riverside d|e/of central pa|e/of amsterdam a|w/of williamsbu|w/of columbus a|w/of amsterdam|w/of central par|e/of columbus av|e/of west end a|w/of amsterdam a|s/of broadway|w/of 1st ave|e/of columbus a	T	2972
W 76 ST		P	30
W 76 STREET	broadway	P	11
W 76th St	e/of broadway|e/of amsterdam a|w/of columbus|e/of west end av|e/of riverside d|e/of amsterdam|s/of amsterdam|w/of central rd|e/of central par|w/of riverside|e/of columbus a|w/of amsterdam a|e/of columbus av|w/of audubon av|w/of amsterdam|w/of central par|w/of central pa|w/of broadway|e/of west end a|w/of west end av|e/of riverside|w/of columbus av|w/of columbus a|e/of riverside b|w/of west end a|w/of w broadway	T	5772
W 77 ST	301	P	13
W 77th St	e/of amsterdam|e/of amsterdam a|w/of west end a|e/of columbus a|w/of 1st ave|e/of audubon av|e/of broadway|e/of riverside|e/of east end a|w/of columbus av|w/of west end av|w/of columbus a|w/of w broadway|e/of west end av|e/of columbus av|w/of broadway|w/of central pa|w/of amsterdam|w/of riverside d|w/of central p|e/of riverside d|e/of west end a|w/of columbus|e/of central pa|w/of central par|w/of amsterdam a	T	2773
W 78 STREET	broadway	P	4
W 78th St	e/of broadway|e/of riverside|e/of west end a|e/of amsterdam a|e/of amsterdam|s/of riverside|n/of w 77th st|s/of w 79th st|w/of columbus av|w/of amsterdam a|e/of riverside d|w/of broadway|w/of w broadway|w/of columbus a|w/of west end a|e/of seaman ave|w/of wadsworth|e/of west end av|w/of west end av|w/of amsterdam|opposite refresh nai	T	1666
W 79 ST		P	15
W 79 STREET		P	5
W 79st Transverse Rd		T	8
W 79th St	w/of columbus av|w/of columbus a|e/of amsterdam a|s/of west end a|front of 171 service|w/of central pa|w/of west end a|w/of amsterdam|e/of riverside d|w/of broadway|w/of wadsworth t|w/of west end av|e/of west end a|e/of amsterdam|e/of riverside|w/of amsterdam a|e/of broadway	T	1690
W 80 ST		P	10
W 80th St	w/of west end a|w/of columbus a|e/of columbus a|e/of amsterdam a|e/of amsterdam|e/of west end av|e/of west end|e/of riverside|w/of riverside d|e/of west end a|e/of broadway|w/of broadway|e/of riverside d|w/of west end av|n/of broadway	T	1426
W 81 ST	west end|147	P	35
W 81 STREET		P	4
W 81st St	w/of broadway|e/of broadway|e/of amsterdam|e/of riverside|w/of west end av|e/of west end av|w/of central par|n/of broadway|e/of riverside d|w/of central pa|e/of columbus a|s/of west end av|w/of amsterdam|e/of west end|w/of west end|w/of west end a|e/of west end a	T	1916
W 82	central pk west	P	4
W 82 ST		P	63
W 82ND	central pk west	P	4
W 82nd St	w/of west end a|e/of west end a|e/of riverside|w/of riverside d|e/of riverside d|w/of west end av|e/of park ave|n/of broadway|w/of central par|s/of broadway|w/of broadway|e/of west end av|e/of madison av|w/of central pa|w/of west end|e/of broadway|w/of central p|w/of w broadway	T	1254
W 82ND ST	cpw	P	12
W 82ND STREET	cpw	P	4
W 83 ST	w end ave	P	40
W 83 STREET		P	7
W 83rd St	e/of riverside|e/of west end a|w/of central pa|w/of amsterdam|w/of columbus a|e/of broadway|w/of broadway|w/of west end av|e/of riverside d|e/of amsterdam a|w/of columbus av|w/of amsterdam a|s/of broadway|e/of west end av|w/of west end a|e/of west end|e/of amsterdam	T	2087
W 83RD ST		P	10
W 84 ST		P	25
W 84th St	w/of central par|w/of columbus a|w/of columbus av|e/of broadway|e/of columbus|w/of central pa|e/of columbus a|w/of west end a|e/of riverside|w/of riverside|e/of west end a|e/of riverside d|e/of east river|w/of amsterdam|n/of west end a|w/of riverside d|e/of amsterdam a|w/of west end av|e/of columbus av|e/of amsterdam|w/of columbus|w/of amsterdam a|e/of west end av|w/of broadway	T	2423
W 84TH ST		P	4
W 85 ST		P	13
W 85th St	e/of broadway|w/of west end a|w/of central pa|e/of columbus av|e/of riverside d|n/of west end av|w/of amsterdam|e/of amsterdam|e/of west end av|w/of broadway|e/of amsterdam a|e/of columbus a|e/of riverside|e/of west end a|w/of central par|w/of west end av|w/of columbus av|w/of columbus a|w/of amsterdam a|w/of riverside|e/of central pa|e/of broadway a	T	2684
W 86 ST		P	8
