street	intersections	agencies	number_violations
Simpson St	e/of liberty av|w/of seaview a|e/of seaview ave|w/of garretson|n/of seaview av|e/of seaview av|w/of seaview av|s/of seaview av|n/of liberty av|s/of garretson	T	44
Sinclair Ave		T	150
Slaight St	s/of mason ave|s/of treadwell a|w/of treadwell a	T	24
SLAIGHT STREET		P	4
Slater Blvd	e/of mason ave|w/of buel ave|s/of hylan blvd|s/of quincy ave|n/of hylan blvd|w/of hylan blvd|e/of olympia bl|w/of father cap	T	56
Slayton Ave		T	9
Sleepy Hollow Rd	e/of freedom ave|n/of mulberry a|e/of mulberry a|s/of mulberry a|e/of mulberry c	T	46
Sleight Ave		T	12
Slosson Ave	s/of ellsworth|e/of seaview av|n/of drake ave|n/of victory bl|n/of ellsworth p	T	30
Slosson Ter	e/of central ave|e/of central av|w/of bay st	T	353
Smith Ave	n/of utter ave|s/of utter ave	T	14
Smith Ct		T	5
Smith Pl		T	14
Smith St	s/of st marys av|n/of st marys a	T	10
Smith Ter		T	5
Smyrna Ave	w/of woehrle ave|e/of shotwell a|w/of woehrle av	T	16
Sneden Ave	e/of annadale r|w/of fabian st	T	23
Snug Harbor Rd	w/of richmond te|w/of richmond|e/of richmond|e/of richmond t	T	12
Sobel Ct	s/of targee st|s/of park hill a|w/of park hill|n/of bowen st|e/of park hill a|e/of bowen st|e/of targee st|w/of park hill a|w/of bowen st|s/of bowen st|s/of hill st|w/of fort hill p|w/of targee st	T	104
Sommer Ave	s/of speedwell a|s/of speedwell|w/of arlene st|e/of arlene st	T	58
SOMMER AVE		P	4
Sommers Ln	n/of reon ave|s/of victory bl|n/of windsor rd	T	32
Soren St	e/of rupert ave|w/of roanoke st|s/of rupert ave|e/of roanoke st|e/of oakville s|w/of rupert ave|e/of oakville st|s/of oakville st|n/of oakville s|w/of mcdonald st|n/of roanoke st|n/of oakville st|n/of rupert ave	T	38
SOUTH AVE	goethals rd|wolkoff lane|goethals rd n|arlington pl	P	42
South Ave	e/of amador st|w/of lisk ave|w/of amador st|s/of wemple st|s/of leon st|s/of wolkoff ln|s/of lisk ave|n/of amador st|s/of regal walk|n/of wolkoff ln|n/of wemple st|e/of goethals	T	211
SOUTH AVENUE		P|S	4
SOUTH BEACH	lot 5|lot 2|lot 6	P	4
South Greenleaf Ave	n/of margarett	T	7
South Railroad Ave	w/of bache ave|e/of bache ave|e/of jacques av|w/of colfax ave	T	8
South St		T	61
Spark Pl	s/of signs rd	T	9
Sparkill Ave	w/of winfield a|n/of reid ave	T	34
SPARTAN AVE		P	5
Spartan Ave	w/of yale st	T	113
Speedwell Ave	n/of sommer ave|s/of nostrand a|s/of victory bl	T	29
Sperry Pl	n/of anaconda st|w/of delmar ave|e/of anaconda st|w/of delmar av	T	21
Sprague Ave	s/of hylan blvd|w/of hylan blvd	T	68
Spratt Ave	s/of twombly ave	T	21
Spring St	w/of richmond r	T	45
Spruce St	n/of richmond|w/of richmond r|w/of mace st|n/of richmond r|e/of mace st	T	6
St Adalbert Pl	e/of morningstar	T	9
St Albans Pl	s/of amboy rd|e/of amboy rd|w/of pacific av|e/of robinson a|w/of robinson av|e/of pacific av|n/of robinson a|e/of ridgecrest|e/of pacific ave|w/of robinson a|w/of ridgecrest|n/of amboy rd	T	28
St Andrews Pl	w/of bethel ave|w/of hecker st|e/of hecker st	T	8
St Andrews Rd	w/of rockland a|s/of rockland a|n/of rockland|n/of rockland a|s/of mccully av	T	44
St Austins Pl	w/of s st aust|s/of s st aust|n/of s st austi|w/of bard ave|e/of n st austi|s/of davis ave|s/of n st austin|s/of n st austi	T	73
St George Municipal	ferry lot|si ferry lot|si courthouse lot|courthouse lot|st george ferry lot|ferry  lot|ferry terminal|ferrt lot	T	983
St George Rd		T	13
St John Ave	s/of bay st|w/of donley ave	T	23
ST JOHNS AVE	schubert st	P	7
St Johns Ave	w/of bay st|w/of deal ct|w/of rubenstein|n/of donley ave|w/of anderson a|n/of bay st|e/of donley ave|s/of bay st|e/of strauss st|e/of colton st|w/of donley ave|s/of rubenstein|w/of strauss st	T	191
St Josephs Ave	s/of innis st|w/of nicholas a|n/of innis st|w/of innis st|e/of innis st	T	68
St Julian Pl	w/of van duzer|e/of van duzer|s/of bay st|e/of van duzer s|w/of van duzer s|n/of van duzer|w/of bay st	T	14
St Marks Pl	w/of nicholas|s/of nicholas s|s/of nicholas st|w/of wall st|s/of fort pl|e/of hyatt st|s/of hamilton av|n/of westervelt|w/of westervelt|s/of nicholas av|s/of hamilton|n/of fort pl|w/of white plai|rear of 100 central|e/of hamilton av|e/of wall st|e/of hamilton a|w/of nicholas s|s/of hamilton a|n/of victory bl|s/of westervelt|s/of st peters p|w/of hamilton a|e/of westervelt|s/of westervel|w/of nicholas st	T	2476
ST MARKS PL	wall st	P	19
ST MARKS PLACE		P	7
St Marys Ave	w/of bay st|s/of bay st|n/of bay st|e/of tilson pl|w/of victory blv|s/of tompkins a|e/of white plai|w/of anderson s|e/of smith st|w/of white plai|e/of tompkins a|e/of tompkins av|n/of tompkins a|w/of tompkins a|e/of bay st|w/of vermont av|w/of tilson pl|w/of tompkins av	T	200
ST MARYS AVE		P	12
St Patricks Pl	s/of center st|s/of richmond r|n/of center st	T	7
St Pauls Ave	n/of victory bl|w/of van duzer|w/of carroll pl|n/of taxter pl|s/of victory b	T	528
ST PAULS AVE		P	11
St Peters Pl	s/of richmond t|n/of carroll pl|w/of carroll pl|n/of carroll p|e/of carroll pl|e/of richmond t	T	29
St Stephens Pl		T	16
Stack Dr		T	25
Stafford Ave	s/of nippon ave|s/of arlo rd|n/of maguire ave	T	161
STAFFORD AVE		P	6
STANLEY AVE		P	4
Stanley Ave	s/of jersey st|w/of glen ave|w/of jersey st|e/of jersey st|n/of jersey st	T	206
Stanley Cir	n/of jersey st	T	8
STANLEY CIR		P	6
Stanwich St	n/of rome ave|s/of pamela ln	T	38
Starbuck St		T	16
Starr Ave		T	7
State St	w/of castleton|s/of castleton|n/of castleton	T	60
Staten Island Blvd	w/of beebe st|w/of ocean ter|e/of beebe st	T	18
STATEN ISLAND BLVD		P	6
STATION AVE		P	10
Station Ave	w/of amboy rd|s/of amboy rd|e/of amboy rd	T	99
Stebbins Ave	e/of bard ave	T	5
Stecher St	s/of amboy rd|e/of deisius st|e/of amboy rd	T	11
Steele Ave	s/of 3rd st|n/of 3rd st|e/of richmond r	T	19
Steers St		T	15
Steinway Ave	s/of saxon ave|s/of shiloh st|s/of travis ave|n/of nome ave|e/of shiloh st	T	171
Steinway ave & Shilo	h st	S	6
Steinway Ave & Shilo	h st	S	9
STEINWAY ST		P	4
Stepney St		T	6
Sterling Ave	e/of hylan blvd	T	12
Steuben St	e/of elbe ave|e/of rhine ave|s/of elbe ave|n/of richmond r|w/of neckar ave|s/of w fingerbo|n/of beverly rd|s/of beverly rd|s/of rhine ave|w/of elbe ave|e/of neckar ave|e/of richmond r|w/of rhine ave	T	139
STEUBEN ST		P	10
Stevenson Pl	e/of sharrott a|e/of sharrott	T	6
Stewart Ave	n/of victory bl|s/of auburn av|e/of caswell av	T	53
Stieg Ave	e/of leverett a|n/of leverett a|s/of barlow ave	T	39
Stobe Ave	s/of richmond r|e/of boundary a|n/of richmond av|n/of boundary a|w/of boundary a|w/of hylan blvd|s/of hylan blv|s/of richmond|s/of hylan blvd|n/of boundary|e/of hylan blvd|w/of mason ave|e/of husson st|e/of boundary av|s/of boundary a	T	159
STOBE AVE		P	6
Stoneham St		T	19
Storer Ave	n/of richmond r	T	4
Stratford Ave	w/of howard av|e/of arlo rd|e/of howard ave|e/of howard av|w/of howard ave	T	62
Strawberry Ln	s/of mayberry pr	T	33
Stroud Ave	n/of wainwright|s/of richmond a|e/of richmond a|w/of wainwright|s/of wainwright|e/of pompey ave	T	40
Sturges St	e/of beechwood	T	20
Stuyvesant Ave		T	5
STUYVESANT PL		P	13
Stuyvesant Pl	n/of bay st	T	7
Suffolk Ave	e/of queen st	T	45
Summer St	e/of richmond a	T	6
Summerfield Pl		T	32
Summit Pl		T	5
Sumner Ave	e/of richmond a|e/of richmond av	T	28
Sumner Pl	s/of prospect a	T	33
Sunfield Ave	w/of woodrow rd	T	13
Sunnyside Ter		T	25
Sunset Ave	e/of joseph ct|w/of willowbroo|s/of harold st|n/of willowbro|w/of willowbro|w/of joseph av|s/of willowbro	T	71
SUNSET AVE		P	6
Surf Ave	w/of sprague av|s/of loretto st	T	22
Sutton Pl		T	5
Swan St	n/of st pauls av|e/of st pauls a|n/of van duzer|w/of bay st|e/of van duzer|e/of st pauls av|e/of van duzer s	T	32
Sweetbrook Rd		T	4
Sweetwater Ave	w/of nelson ave	T	20
Swinnerton St	s/of amboy rd|e/of amboy rd|w/of amboy rd|n/of amboy rd	T	60
SWINNERTON ST		P	4
Sycamore St	w/of robinson|w/of woods of a	T	45
Sydney Pl		T	15
Sylvaton Ter	w/of bay st|w/of church ln|s/of edgewater|n/of church av|w/of edgewater	T	23
Sylvia St	n/of richmond a|w/of richmond a|e/of richmond a|w/of wainwright|s/of richmond a|w/of richmond	T	152
Tabb Pl		T	33
Tacoma St	w/of providence|s/of providence	T	38
Taft Ave	w/of westervel|w/of westervelt	T	68
Talbot Pl	e/of norwood ave|s/of vanderbilt|e/of vanderbilt|s/of norwood av|n/of norwood av|w/of norwood av|e/of norwood av	T	15
Tallman St	e/of lipsett a	T	10
Tanglewood Dr	w/of willowwood	T	56
Targee St	n/of waverly pl|s/of irving pl|e/of metcalfe s|e/of dekalb st|s/of waverly p|s/of hay st|w/of venice av|e/of irving pl|n/of irving pl|n/of osgood ave|w/of osgood ave|e/of vanderbilt|n/of dekalb st|e/of metcalfe st|s/of waverly pl|s/of metcalfe s|e/of rome ave|n/of venice ave|e/of venice ave|w/of narrows rd|e/of waverly pl|s/of venice av|w/of irving pl|s/of broad st|n/of laurel ave|e/of ellington s|e/of columbia a|s/of laurel ave	T	563
TARGEE ST	laurel ave|waverly pl	P	47
TARGEE STREET		P|S	16
Tarlee Pl	e/of florence s|e/of hylan blvd|s/of florence s|s/of florence|n/of florence s	T	23
Tarring St	w/of guyon ave	T	5
Tarrytown Ave	e/of guyon ave|s/of guyon ave	T	28
Tate St	w/of trantor pl|e/of trantor pl|s/of trantor pl	T	11
Tatro St		T	10
Taunton St		T	34
Taxter Pl	e/of st pauls av|e/of st pauls a	T	10
TAYLOR CT		P	6
Taylor St	s/of cary ave|n/of delafield a|n/of cary ave|w/of richmond t|s/of castleton|n/of castleton|n/of taylor ct|n/of richmond t|w/of castleton	T	216
TAYLOR ST		P	13
Teakwood Ct		T	8
Tenafly Pl		T	12
Tennyson Dr	n/of wiman ave|s/of littlefiel|e/of seacrest a|e/of wiman ave|w/of glover st|w/of filipe ln|n/of glover st|w/of nelson av|s/of glover st|e/of nelson ave|w/of winchester|e/of harbour ct|s/of winchester|w/of wiman ave	T	159
Terrace Ave		T	7
The Blvd	w/of jewett ave|w/of clinton b|w/of wardwell av	T	19
Theresa Pl		T	55
Thollen St	w/of hopkins av|w/of spratt ave|w/of hopkins a	T	34
Thomas Pl	w/of reno ave|s/of reno ave	T	11
Thomas St	w/of bay st	T	43
Thompson St	e/of bay st|w/of bay street|e/of front st|e/of wright st|s/of bay st|w/of bay st|w/of front st|n/of bay st|n/of front st	T	135
Thornycroft Ave	n/of hylan blvd|e/of richmond a|e/of sycamore s	T	86
Thurston St	w/of woodbine av	T	8
Tillman St	e/of manor rd|w/of manor rd|s/of manor rd|w/of area pl	T	52
Tilson Pl	s/of st marys a|e/of butler pl|n/of st marys av	T	55
Tioga St	w/of clove rd|e/of oneida ave	T	28
Titus Ave		T	90
Toddy Ave	e/of signs rd|n/of gary pl	T	15
Todt Hill Rd	s/of schmidts ln|n/of tillman st|e/of schmidts|s/of victory bl	T	49
Token St		T	25
Tompkins Ave	s/of hill st|s/of vanderbilt|w/of vanderbilt|n/of maryland a|n/of hill st|n/of thelma ct|n/of garfield a|w/of tompkins st|w/of fingerboar|e/of thelma ct|e/of hill st|s/of tompkins st|n/of fingerboar|s/of vanderbil|s/of fingerboar|s/of susan ct|s/of st marys a|e/of clifton ave|e/of vanderbilt|e/of susan ct|w/of thelma ct|e/of fingerboar|w/of mcclean av|e/of duer ave	T	268
TOMPKINS AVE		P	16
Tompkins Cir	n/of fiedler av|s/of fiedler ave	T	48
Tompkins Ct		T	9
Tompkins Pl	s/of court st|w/of court st	T	7
Tompkins St	s/of quinn st|w/of brownell|w/of brownell s|s/of brownell|e/of quinn st|s/of brownell s|e/of brownell s|s/of brownell st|n/of brownell s	T	158
Topping St		T	9
TOPPING STREET		S	9
Towers Ln	e/of victory bl	T	6
Townsend Ave	w/of bay st	T	99
TOWNSEND AVE		P	5
TRANTOR PL	dixon ave	P	9
Trantor Pl	w/of forest ave|n/of dixon ave|n/of walker st|s/of dixon ave|n/of hooker pl|e/of innis st|s/of innis st|s/of walker st	T	235
TRANTOR PLACE		P|S	8
Travis Ave	e/of evans st|w/of richmond a|e/of draper pl|e/of richmond a|w/of forest hil|w/of steinway av	T	231
TRAVIS AVE	c/o denker pl	P	15
Treadwell Ave	w/of richmond t|n/of morningsta|n/of port richm|n/of castleton|n/of blackford|s/of richmond t|s/of charles ave|s/of castleton a|e/of castleton|e/of blackford|w/of clinton p|s/of hatfield pl|n/of charles av|e/of castleton a|s/of blackford|s/of hatfield p|s/of castleton|e/of hatfield p|e/of harrison av|w/of blackford|w/of castleton a|w/of castleton|s/of richmond te|n/of richmond te|s/of charles av	T	211
TREADWELL AVE	clinton ave	P	9
Tremont Ave	s/of watchogue	T	46
Trent St	w/of keegans ln	T	16
Trenton Ct	s/of memo st	T	13
TRENTON CT		P	10
Trinity Pl		T	10
Trossach Rd	w/of murray pl	T	29
Troy St	e/of daleham st|w/of daleham st	T	8
Truman St	e/of brehaut a|e/of joline ave	T	10
Trumbull Pl	s/of brighton av|w/of brighton|w/of brighton a	T	16
Tryon Ave		T	14
TRYON AVE		P	7
Tuckahoe Ave		T	7
Tudor St	e/of nahant st|s/of dewey ave|n/of dewey ave	T	22
Tulip Cir	w/of rolling hil|n/of rolling hil	T	11
Turf Rd		T	5
Turner St	n/of crabtree a|n/of crabtree|w/of woodrow rd|e/of crabtree a|e/of crabtree|s/of crabtree|w/of crabtree a	T	42
Tuttle St		T	5
Twombly Ave		T	19
Tynan St		T	35
Tyrrell St		T	5
Tysen St	n/of fillmore s	T	57
Tysens Ln	s/of manila ave|e/of manila ave|n/of amboy rd|s/of manila av|s/of roma ave|n/of primrose pl|s/of amboy rd	T	178
Union Ave	s/of forest ave|w/of richmond t|n/of forest av|e/of forest ct|n/of forest ave|w/of forest ave	T	163
UNION AVE		P	15
Union Pl	w/of beach st|e/of bay st|s/of bay st|e/of beach st|w/of bay st	T	50
University Pl		T	26
Upton St		T	14
Urbana St		T	13
Utah St		T	6
Utter Ave	w/of manor rd|w/of fairview a|e/of manor rd|s/of manor rd	T	31
Uxbridge St	e/of forest hil	T	10
Vail Ave	e/of sharrott|e/of burton ave|w/of sharrotts	T	21
Valdemar Ave	n/of foster rd|e/of foster rd	T	16
Valencia Ave		T	5
Van Allen Ave		T	17
Van Brunt St	e/of wilson st|e/of rye ave	T	29
Van Buren St	e/of franklin a|n/of franklin a|e/of clinton av|s/of franklin a|w/of clinton ave|s/of york ave	T	150
VAN BUREN ST		P	11
Van Cortlandt Ave		T	19
VAN DUZER ST		P	22
Van Duzer St	s/of st pauls|e/of swan st|n/of st julian|n/of hannah st|n/of broad st|s/of swan st|s/of baltic st|n/of st pauls a|w/of sands st|s/of victory bl|n/of victory b|s/of hannah st|s/of st pauls a|s/of st julian|e/of st pauls a|n/of victory bl|w/of young st|s/of st julian p|w/of st julian|s/of irving pl|n/of wright st|s/of bay st|w/of swan st|e/of hannah st|s/of wright st	T	806
VAN DUZER STREET		S|P	20
Van Name Ave	s/of richmond t|n/of heusden st|e/of richmond te|s/of forest ave|e/of heusden st|n/of forest ave|e/of forest av|e/of forest ave	T	272
VAN NAME AVE	forest ave|wilcox st	P	6
Van Pelt Ave	n/of forest ave|e/of forest av|s/of forest ave|n/of forest av|w/of forest ave|e/of netherland|w/of beach st	T	197
Van Riper St	e/of port richmo|w/of port richm|n/of port richm|s/of port richmo|s/of dixon ave	T	104
VAN ST		P	4
Van St	s/of port richm|s/of richmond t	T	12
Van Wyck Ave	s/of purdy pl|e/of purdy pl|w/of purdy pl	T	18
VANDERBILT	prince st|osgood ave	P	4
VANDERBILT AVE		P	33
Vanderbilt Ave	s/of irving pl|n/of errington|w/of osgood ave|e/of irving pl|n/of irving pl|e/of nunley ct|w/of irving pl|e/of roff st	T	470
Vassar St	s/of nome ave|n/of richmond hi|w/of nome ave|e/of nome ave	T	81
VASSAR ST		P	4
Vaughan St	w/of hylan blvd	T	9
Vedder Ave	e/of richmond av|w/of willowbro	T	48
Veltman Ave	s/of forest ave|n/of forest ave|e/of jewett ave	T	65
Venice Ave	n/of targee st|e/of targee st	T	17
Venus Pl		T	15
VENUS PLACE		P	6
Vera St	n/of dongan hil	T	22
Vermont Ave	s/of st marys av|n/of maryland av|w/of st marys|s/of st marys a|s/of hylan blvd|s/of tompkins|w/of virginia av|n/of st marys av|n/of maryland a|e/of maryland av|n/of hylan blvd	T	58
Vermont Ct		T	22
Vernon Ave	w/of rensselaer|s/of ramapo ave|s/of sheldon av|n/of sheldon a|s/of ramapo av|n/of sheldon av|s/of sheldon a|n/of rensselae|n/of w drumgool|w/of sinclair a|s/of darlington|w/of sheldon av|e/of roma ave|s/of carlton av|n/of rensselaer|n/of sinclair a|s/of sinclair a|w/of darlington|s/of stafford a|e/of sheldon av|n/of edgegrove a|s/of rensselae|s/of sinclair	T	92
Vespa Ave	e/of ruxton ave|n/of ruxton ave|w/of arden ave|e/of arden ave|s/of ruxton ave|n/of jefferson|w/of canton ave|e/of jefferson|e/of almond st|w/of almond st|e/of canton ave|w/of jefferson|w/of ruxton ave	T	32
Veterans Rd	s/of sharrotts|e/of e service|w/of arthur kil|e/of clay pit|w/of e service r|n/of arthur kil|w/of e service|w/of artillary|e/of huguenot|s/of bloomingd|e/of zebra pl|n/of pheasant|s/of bloomingda|w/of sharrotts|s/of kunath ave|n/of wirt ave|w/of rossville|n/of sharrott a|w/of bloomingd|e/of arthur kil|w/of arthur kill|n/of pheasant l|e/of sharrotts|n/of sharrotts|e/of arthur ki|s/of rossville|w/of arthur ki|s/of arthur ki|n/of bloomingda|s/of salamander|e/of bloomingd|s/of wirt ave|w/of wirt ave|s/of woodrow rd|e/of rossville|w/of poplar av|n/of arthur ki|e/of wirt ave|w/of clay pit|e/of salamande	T	197
VETERANS RD	east arthur kill rd	P	4
VETERANS RD E	arthur kill rd	P	15
VETERANS RD EAST	arthur kill rd	P	5
VETERANS RD W	zebra pl	P	13
VETERANS RD WEST	arthur kill rd|zebra pl|rossville ave	P	32
VETERANS ROAD WEST		S	25
Victoria Rd	w/of manchester|n/of green valle|s/of green valle|e/of green valle|w/of green valle|s/of minthorne	T	39
Victory Blvd	e/of albert st|w/of mountainvie|w/of jewett ave|e/of clermont p|w/of bay st|w/of murray hul|n/of forest av|e/of perry ave|w/of theresa p|e/of slosson av|s/of minthorne s|w/of little clo|s/of dinsmore s|s/of eddy st|w/of winthrop p|w/of wild ave|e/of raymond ave|w/of w service|s/of minthorne|w/of forest ave|w/of silver lak|w/of ontario av|w/of brenton pl|w/of carmel ave|e/of gansevoor|e/of dinsmore s|w/of beechwood a|e/of coale ave|w/of theresa pl|w/of woodstock a|w/of westcott|e/of raymond av|e/of theresa p|e/of minthorne|e/of little clo|w/of labau ave|e/of forest ave|w/of jersey st|n/of seneca ave|n/of byrne ave|n/of forest ave|w/of watchogue|w/of raymond av|e/of murray hul|n/of bay st|s/of silver la|s/of bay st|w/of dinsmore s|s/of west shore|s/of forest av|e/of bay st|n/of minthorne s|w/of forest av|n/of silver la|e/of minthorne s|s/of theresa p|s/of silver lak|w/of amity pl|e/of theresa pl|w/of sommers ln|e/of byrne ave|e/of brenton pl|e/of jewett ave|s/of simmons ln|w/of minthorne|n/of minthorne|n/of theresa p|e/of jersey st|e/of forest av|s/of royal oak|s/of seneca ave|e/of eddy st|s/of forest ave|s/of w service|w/of royal oak r|e/of westcott b|w/of westcott bl|w/of seneca ave|w/of raymond ave|e/of s greenlea|w/of dinsmore|e/of ontario av|n/of other-see c|s/of raymond p	T	5447
VICTORY BLVD	dinsmore st	P	62
VICTORY BOULEVARD		S	32
Villa Ave	n/of port richmo|s/of port richm|s/of walker st|w/of port richmo|s/of dixon ave|w/of walker st|n/of walker st|e/of dixon ave|e/of port richm	T	124
Villanova St	e/of rockne st	T	20
Vincent Ave		T	12
Vine St	w/of belmont pl|s/of daniel low|w/of daniel low|e/of daniel low|e/of belmont pl|s/of belmont pl	T	15
Vineland Ave	e/of nippon ave|w/of nippon av|n/of carlton av|e/of grantwood a	T	148
Virginia Ave	s/of bay st|e/of bay st|w/of vermont ave|e/of tompkins a|e/of fox hill t|w/of tompkins av|w/of tompkins a|w/of bay st|w/of fletcher s|w/of anderson s	T	205
VIRGINIA AVENUE		S	4
Virginia Pl		T	5
Vista Ave	e/of richmond r	T	12
Von Braun Ave	e/of alexander	T	6
Vreeland St	e/of port richm|e/of heberton a|w/of heberton a|s/of park ave|w/of port richmo|e/of port richmo|w/of heberton|w/of park ave	T	88
Vulcan St	e/of olympia blv|n/of olympia blv|e/of olympia bl|s/of olympia bl	T	45
W Buchanan St	e/of lafayette	T	15
W Castor Pl		T	4
W Caswell Ave	s/of richmond a|e/of farraday s	T	46
W Cedarview Ave		T	65
W Drumgoole Rd	s/of dorval ave|n/of huguenot a|e/of notus ave|s/of notus ave|s/of smyrna ave|n/of notus ave|n/of dorval ave	T	52
W FINGERBOARD RD		P	4
W Fingerboard Rd	s/of tacoma st|w/of windermere	T	95
W RALEIGH AVE		P	4
W Raleigh Ave		T	7
W SERVICE RD		P	5
W Service Road	n/of wild ave|s/of victory bl	T	207
W/S of FAIRBANKS AVE	nue 20' s/o grayson|nue 35' n/o grayson|nue 25' s/o grayson	S	5
W/S of FRONT STREET	500' n/o wave street|300' n/o wave street|200' n/o wave street|20' n/o canal street	S	10
W/S of GREENFIELD AV	enue 5' w/o burgundy|enue 0' e/o burgundy|enue 40' s/o burgund|enue 20' w/o burgund|enue 0' s/o burgundy|enue 20' e/o burgund|enue 25' s/o burgund|enue 25' n/o burgund|enue 5' s/o burgundy|enue 10' e/o burgund|enue 0' w/o burgundy|enue 20' s/o burgund|enue 50' s/o burgund|enue 60' s/o osgood|enue 10' w/o burgund|enue 25' w/o burgund	S	53
W/S of VETERANS ROAD	west 50' n/o arthur|west 200' s/o arthu|west 500' n/o rossv|west 300' s/o arthu|west 400' s/o arthu|west 100' s/o arthu|west 900' n/o rossv	S	8
W/S of WATER STREET	50' s/o navy pier co|60' n/o navy pier co|250' s/o navy pier c|200' s/o navy pier c|275' n/o navy pier c|30' n/o navy pier co|50' n/o navy pier co|20' n/o navy pier co|225' n/o navy pier c|230' n/o navy pier c|250' n/o navy pier c|75' n/o navy pier co|100' n/o navy pier c|150' s/o navy pier c|100' s/o navy pier c|50' s/o front street|75' s/o front street|30' s/o navy pier co	S	31
Wade St		T	5
Wadsworth Ave	w/of tompkins a|s/of tompkins a	T	94
WADSWORTH AVE		P	24
Wagner College Campu	e/of howard ave|s/of howard ave	T	4
Waimer Pl	n/of amboy rd|s/of mosely ave	T	8
Wainwright Ave	n/of laredo ave|n/of figurea ave|s/of brandis ave|w/of katan ave|s/of petrus ave|e/of reading a|s/of reading av|w/of figurea ave|e/of reading av|n/of e perkiome|n/of leverett|s/of brandis a|n/of figurea av|s/of barlow ave|w/of perkiomen|e/of perkiomen|s/of perkiomen|e/of perkiomen a|n/of memphis a|s/of laredo ave|s/of katan ave|n/of reading av|e/of augusta av|s/of brandis av|s/of macon ave|e/of memphis av	T	369
Wakefield Ave		T	8
Walbrooke Ave	s/of forest ave|e/of forest ave|w/of forest ave|s/of castleton|n/of forest ave|e/of castleton	T	74
Walch Pl	e/of melville s|n/of wilbur st|e/of melville st|s/of melville s	T	37
Walcott Ave		T	23
Walden Ave		T	10
Waldo Pl	s/of laguardia a	T	8
Waldron Ave		T	17
Walker Ct	e/of ludlow st|s/of ludlow st	T	9
Walker Pl	n/of sinclair a|w/of woodrow rd	T	7
Walker St	s/of van pelt a|w/of van pelt a|w/of trantor p|e/of trantor pl|e/of morningst|e/of simonson a|w/of port richm|e/of villa ave|e/of van name a|e/of van pelt a|w/of villa ave|e/of morningsta|s/of simonson a|w/of simonson av	T	93
Wall St	s/of st marks p|w/of st marks p|s/of st marks pl|e/of belmont pl|s/of belmont pl|e/of st marks p|w/of belmont pl|s/of st marks|n/of belmont pl|n/of st marks pl|w/of st marks|e/of belmont p|n/of st marks p|e/of st marks pl	T	53
WALL ST	academy|stuyvesant pl|academy pl	P	13
Wallace Ave	n/of mcclean av|e/of mcclean ave|w/of macfarland|e/of major ave|n/of major ave|s/of mcclean av|n/of macfarland|w/of major ave|s/of macfarland|s/of major ave|w/of mcclean ave|w/of mcclean av	T	50
Walloon St	w/of maple pky	T	41
Walnut Ave	e/of hylan blvd	T	26
Walnut St		T	10
Walters Ave		T	15
Ward Ave	e/of bayview p|w/of austin pl	T	90
Wardwell Ave	w/of maine ave|s/of the blvd|n/of victory bl	T	26
Waring Ave	e/of shotwell av	T	7
WARREN ST		P	16
Warren St	w/of gordon st|n/of hill st|s/of hill st|s/of gordon st|s/of broad st|n/of laurel ave|n/of gordon st|e/of gordon st|w/of hill st	T	426
Warwick Ave		T	52
Washington Ave	n/of harold st|s/of rupert ave|s/of harold st|n/of rupert ave|e/of rupert ave	T	33
WASHINGTON AVE		P	10
Washington Pl	e/of post ave|n/of post ave|s/of albion pl|s/of post ave	T	40
Watchogue Rd	e/of demorest a|w/of bradley av|w/of jewett ave|w/of victory bl|e/of jewett ave|e/of treetz pl|w/of treetz pl	T	122
Water St	n/of bay st|e/of bay st|e/of murray hul|w/of bay st|e/of front st|w/of wright st|n/of front st|w/of front st|w/of beach st|s/of front st|e/of beach st|n/of beach st|s/of canal st|w/of broad st	T	453
WATER ST		P	4
Waterbury Ave	w/of seguine a|s/of seguine av|s/of bayview av	T	50
Waters Ave	e/of deems ave|e/of crystal av|e/of neal dow a|e/of st john av|w/of woolley av|w/of neal dow a|e/of clinton b|e/of bidwell av	T	35
Waterside Pky		T	5
Waterside St		T	4
WATERSIDE STREET		S	4
Watkins Ave		T	13
Watson Ave		T	19
Wave St	e/of bay st|e/of front st|w/of front st|w/of bay st|n/of front st|s/of front st	T	158
Wavecrest St	s/of cedar grov	T	4
Waverly Pl	w/of targee st|s/of wiederer p|e/of targee st|s/of targee st|e/of wiederer p	T	68
Wayne Pl	w/of chappell s	T	4
Wayne St	s/of broadway|e/of broadway	T	85
Weaver St		T	4
Webster Ave	e/of castleton a|e/of stanley av|w/of stanley av|s/of stanley av	T	28
WEBSTER AVE		P	7
WEED AVE		P	4
Weed Ave	w/of ebbitts st	T	121
Weiner St	s/of boscombe a|e/of boscombe a	T	11
Wellbrook Ave	e/of westwood a|s/of westwood a|w/of westwood a|n/of holden blv|s/of holden blvd|n/of westwood a|e/of portage ave	T	129
WELLBROOK AVE		P	5
Welles Ct		T	4
WELLINGTON COURT		P	5
Wellington Ct	s/of venus ln|w/of richmond h|s/of richmond h	T	259
WELLINGTON CT		P	28
Wemple St	w/of mersereau a|s/of amity pl|s/of mersereau|n/of mersereau|e/of amity pl|w/of spartan av|e/of mersereau|w/of mersereau|e/of south ave|w/of amity pl|n/of amity pl	T	70
