street	intersections	agencies	number_violations
150th St	s/of 72nd rd|w/of 71st ave|s/of 78th rd|n/of 78th ave|s/of 56th rd|s/of 24th rd|s/of 22nd ave|e/of booth memo|w/of 56th rd|n/of 97th ave|s/of 12th rd|s/of rockaway b|s/of union turn|e/of 178th st|s/of 61st rd|s/of 38th ave|s/of jewel ave|n/of 17th rd|s/of 73rd ave|n/of willets po|n/of 58th ave|n/of 89th ave|s/of 77th rd|s/of 72nd ave|w/of 94th ave|e/of 79th ave|n/of barclay av|w/of 75th rd|w/of 70th rd|e/of 89th ave|s/of guinzburg r|w/of 75th ave|n/of beaver rd|w/of jewel ave|n/of 150th dr|s/of 34th ave|w/of 73rd ave|s/of booth memo|s/of grand cent|s/of 89th ave|n/of union tur|n/of union turn|e/of 70th rd|n/of 22nd ave|e/of 77th ave|n/of 72nd rd|s/of 90th ave|w/of 89th ave|s/of horace har|s/of 95th ave|w/of 77th rd|s/of liberty av|s/of 88th ave|n/of 70th rd|s/of barton ave|s/of 75th ave|s/of 76th rd|n/of 90th ave|w/of 78th rd|e/of 78th ave|n/of reeves ave|n/of 89th st|n/of 71st ave|n/of horace hard|n/of jamaica a|n/of 73rd ave|s/of union tur|n/of jewel ave|s/of 14th ave|s/of barclay av|s/of 77th ave|n/of 76th ave|s/of union turnp|n/of 25th dr|n/of northern|n/of 17th ave|n/of archer ave|w/of 76th ave|s/of 153rd st|e/of 75th ave|n/of 79th ave|s/of hillside a|s/of 35th ave|s/of northern b|n/of 75th rd|n/of 77th rd|n/of 77th ave|n/of northern b|n/of 76th rd|s/of 70th rd|n/of 94th ave|e/of 76th rd|n/of 88th ave|s/of roosevelt|n/of tuskegee a|w/of 88th ave|n/of 38th ave|n/of barton ave|n/of 72nd dr|w/of 79th ave|n/of 75th ave|n/of 78th rd|s/of 71st ave|s/of 94th ave|s/of 78th st|n/of sanford av|e/of 88th ave|n/of hillside a|s/of 78th ave|s/of willets po|s/of hillside av|w/of 72nd rd|n/of 105th ave|s/of 41st ave|n/of 41st ave|e/of peconic st|n/of 95th ave|s/of 71st rd|n/of 12th ave|e/of 77th rd|n/of 12th rd|w/of 95th ave|n/of roosevelt|n/of 89th rd|e/of 72nd rd|w/of rockaway|w/of 78th ave|n/of 35th ave|s/of 17th rd|s/of guinzburg|n/of liberty av|n/of union turnp|s/of 105th ave|n/of 34th ave|n/of sutter ave|s/of northern bl|n/of 72nd ave|n/of horace har|s/of horace hard|s/of 133rd ave|s/of 79th ave|n/of 153rd st|n/of 24th rd|s/of 72nd dr|n/of n conduit|s/of tuskegee ai|s/of melbourne a|n/of 32nd ave|n/of 59th ave|s/of beaver rd|e/of 78th rd|w/of 77th ave|n/of booth memo|n/of 20th rd|s/of archer ave|n/of 60th ave|s/of 12th ave|s/of 90th rd|s/of 149th st|s/of 107th ave|n/of 14th ave|n/of 61st rd|s/of 89th st|n/of 24th ave|n/of 78th st|s/of sutter ave|n/of 107th ave|s/of 60th ave|s/of 33rd ave|n/of charter rd	T	9786
150TH ST		P	6
151 AVE	83 st|88|84 st|80 street|85 st|128 st|84 street	P	25
151 AVENUE	84 street|85 street|83 street|80 street	P	18
151 PL		P	4
151 ST		P	6
151st Ave	w/of 88th st|n/of 82nd st|e/of 84th st|e/of 85th st|w/of 81st st|w/of 89th st|w/of 84th st|w/of 85th st|w/of 83rd st|e/of 153rd ave|e/of 83rd st|e/of 88th st|n/of 153rd ave	T	126
151st Pl	n/of cross isla|n/of 135th ave|n/of northern b|e/of 134th ave|e/of 135th ave|s/of 134th ave|s/of 6th rd	T	28
151st St	s/of peck ave|n/of 85th dr|w/of 88th st|w/of 89th st|n/of 84th rd|n/of 84th dr|n/of 85th ave|s/of 84th dr|s/of 85th ave|s/of 84th rd|s/of 84th ave|w/of peck ave	T	182
152 AVE	124 st|129 st	P	16
152 ST		P	16
152 STREET		S|P	10
152nd Ave	e/of 126th st	T	27
152nd St	n/of 84th dr|s/of 85th ave|s/of 12th rd|s/of 118th st|s/of 10th ave|n/of 84th ave|w/of 84th ave|s/of peck ave|s/of melbourne|s/of melbourne a|n/of 12th rd|n/of 78th rd|n/of union turn|w/of melbourne|s/of 84th rd|w/of union turn|n/of 119th ave|s/of 79th ave|e/of 79th ave|s/of union turn|e/of 84th dr|n/of 85th dr|s/of 84th ave|n/of 84th rd|s/of 123rd ave|s/of 84th dr|s/of 125th ave|s/of 11th ave|n/of 14th rd|n/of union turnp|e/of 84th ave|w/of 85th ave|n/of 85th ave|n/of 33rd ave|e/of 12th ave|e/of 85th ave|s/of bayside av|n/of 12th ave|e/of bayside av|s/of 32nd ave|e/of 140th st|n/of 11th ave|n/of melbourne a|w/of 118th ave	T	814
153 AVE	150 st|81 street|78 st|81 st|80 street	P	52
153 AVENUE	81 street|82 street	S|P	17
153 LANE		S|P	5
153 ST	111 ave|34 ave|75 rd|90 rd|72 rd|90 ave	P	83
153 STREET	90 rd	P|S	31
153rd Ave	e/of 88th st|s/of 84th st|s/of 78th st|s/of 88th st|w/of 79th st|s/of 89th ave|e/of 78th st|w/of 88th st|n/of 88th st|w/of 84th st|w/of 81st st|e/of 84th st|w/of 155th ave|e/of 79th st	T	280
153rd Ct	s/of s conduit	T	4
153rd Pl	n/of 146th ave|s/of 146th ave	T	10
153rd St	n/of archer ave|n/of archer av|s/of hillside a|n/of 72nd dr|s/of 89th ave|s/of 78th rd|e/of 78th ave|s/of 78th ave|e/of 77th rd|s/of hillside av|e/of 75th ave|e/of union turn|n/of jamaica ave|s/of horace hard|w/of 72nd dr|n/of 132nd st|s/of 88th ave|n/of 89th ave|s/of booth memor|n/of 61st rd|n/of hillside a|n/of 58th rd|w/of 79th ave|s/of 120th ave|n/of 123rd ave|n/of 78th rd|s/of horace har|s/of 118th ave|n/of 112th ave|w/of 90th rd|s/of booth memo|n/of 109th dr|w/of 77th rd|e/of 77th ave|s/of 73rd ave|e/of horace har|s/of jamaica ave|e/of 70th rd|e/of 89th ave|w/of 78th rd|s/of bayside av|e/of 73rd ave|w/of 76th rd|s/of peck ave|w/of 75th ave|s/of 124th ave|s/of 119th ave|s/of 123rd ave|n/of horace hard|s/of 60th ave|s/of 112th ave|s/of 76th rd|s/of 90th rd|s/of 77th rd|s/of jamaica a|w/of 89th ave|n/of 120th ave|s/of 109th dr|n/of jamaica av|n/of 90th rd|n/of 77th rd|n/of 88th ave|s/of 35th ave|n/of 75th ave|s/of 33rd ave|n/of 89th st|s/of 90th st|n/of reeves ave|s/of northern b|s/of 58th ave|n/of 90th ave|s/of 77th ave|s/of 59th ave|n/of 79th ave|n/of northern b|n/of 73rd ave|s/of 75th ave|e/of 76th rd|s/of 58th rd|w/of 77th ave|n/of 77th ave|s/of 79th ave|s/of 90th ave|n/of 60th ave|n/of 78th ave|n/of 56th ave|s/of 61st rd|s/of jamaica av|n/of horace har|e/of 79th ave|n/of 75th rd|n/of 76th rd|n/of 59th ave|s/of 111th rd|n/of union turnp|n/of 58th ave|n/of jamaica a|w/of 78th ave|w/of jamaica wa|e/of 78th rd|n/of 34th ave|s/of baisley bl|n/of 77th st|w/of peck ave|n/of 110th rd|s/of hillcrest|n/of 70th rd|s/of 72nd ave|n/of 118th ave|e/of 60th ave|s/of sutphin bl|e/of 150th st|s/of hillside|e/of jamaica av|n/of 111th rd|n/of 33rd ave|w/of 75th rd|s/of 72nd rd|s/of 32nd ave|n/of 35th ave|n/of 79th st|n/of 122nd ave	T	5144
154 PL		P	10
154 PLACE		P	9
154 ST	117 rd	P	28
154 STREET	17 road	P|S	32
154th Pl	n/of horace har|n/of horace hard|n/of powells co|s/of union turn	T	28
154th St	n/of 35th ave|s/of 32nd ave|s/of 134th ave|n/of northern bl|s/of 20th ave|n/of 107th ave|n/of 109th ave|s/of 79th ave|n/of northern b|s/of tuskegee ai|s/of roosevelt|s/of 132nd ave|s/of union st|s/of union turn|n/of 32nd ave|n/of union turn|n/of arlington|s/of 108th ave|s/of northern b|w/of 134th ave|s/of powells co|n/of 41st ave|n/of 19th ave|s/of 35th ave|s/of 107th ave|n/of 134th ave|n/of union turnp|n/of 70th rd|e/of 108th ave|n/of 108th ave|n/of roosevelt|n/of 10th ave|s/of tuskegee a|s/of 9th ave|n/of arlington t|s/of 33rd ave|e/of union turn|s/of 41st ave|s/of tuskegee|s/of arlington t|s/of 109th ave|s/of northern bl|e/of northern bl	T	899
155 AVE	lahn st|82 st	P	24
155 AVENUE	huron street|86 street	P	4
155 ST	87 rd|87 ave|120 ave|119 ave	P	60
155 STREET		P|S	100
155th Ave	s/of bridgeton|e/of 134th st|w/of 83rd st|e/of cohancy st|w/of 89th st|s/of bridgeton s|w/of 78th st|s/of cohancy st|w/of 134th st|n/of 111th rd|s/of 79th st|s/of 153rd ave|e/of 78th st|e/of 153rd ave|w/of 79th st|w/of lahn st|e/of 88th st|w/of cohancy st|w/of bridgeton|e/of 130th pl|n/of cross bay|e/of huron st|e/of 79th st|s/of 78th st|s/of huron st	T	213
155th St	n/of 108th ave|n/of parsons bl|n/of foch blvd|s/of 114th rd|n/of 107th ave|w/of s conduit|n/of 129th ave|s/of baisley bl|s/of 59th ave|n/of 134th ave|n/of 132nd ave|n/of 87th st|s/of 121st ave|n/of 58th rd|e/of foch blvd|s/of northern b|s/of 140th ave|n/of 119th ave|n/of 88th ave|s/of 115th ave|s/of linden blv|s/of 121st st|e/of 132nd ave|s/of 87th rd|s/of roosevelt|s/of 107th ave|n/of northern bl|s/of 111th ave|s/of northern bl|w/of 79th st|s/of 116th ave|w/of 145th ave|s/of 35th ave|e/of 145th ave|s/of station rd|s/of beech ave|s/of 123rd ave|n/of 65th ave|n/of beech ave|n/of 110th ave|n/of 145th dr|n/of 87th rd|n/of 146th ave|s/of 110th ave|s/of baisley blv|n/of 116th dr|s/of 65th ave|n/of n conduit|s/of tuskegee a|s/of roosevelt a|s/of 119th ave|n/of northern b|s/of sanford av|n/of 115th rd|w/of 59th ave|n/of s conduit|n/of 123rd ave|e/of 154th st|n/of 87th ave|s/of 87th ave|w/of rockaway b|n/of horace har|s/of tuskegee|w/of 33rd ave|n/of 145th ave|n/of 121st ave|s/of 118th ave|s/of 58th ave|s/of s conduit|s/of 132nd ave|s/of foch blvd|s/of 145th ave|n/of 33rd ave|s/of horace har|s/of 130th ave|w/of 87th rd|n/of 118th ave|s/of 134th ave|s/of booth memo|n/of horace ha|w/of 108th ave|s/of 108th ave|s/of tuskegee ai|s/of 115th rd|s/of 129th ave|e/of 146th ave|n/of horace hard|n/of 124th ave|n/of 137th ave|n/of roosevelt a|s/of 109th ave|s/of 137th ave|n/of 116th ave|s/of 33rd ave|e/of 110th ave|n/of 115th ave|e/of 134th ave|n/of 35th ave|n/of 59th ave	T	1556
156 AVE	80 street|cross bay blvd	P	12
156 AVENUE	95 street|99 street|95 st|100 street|shore pkway	P|S	8
156 ST	113 ave	P	83
156 STREET		S|P	132
156th Ave	w/of 81st st|n/of cross bay|w/of cross bay b|e/of 92nd st|e/of killarney s|w/of 77th st|e/of springfie|w/of killarney|s/of 77th st|e/of 78th st|s/of cross bay|e/of 81st st|n/of 107th ave|n/of 78th st|w/of 76th st|e/of cross bay|w/of cross bay|s/of 80th st|w/of 79th st|e/of 77th st|w/of 92nd st|e/of killarney|s/of 79th st|w/of 88th st	T	390
156th Pl	n/of 65th ave	T	4
156th St	n/of 46th ave|s/of 35th ave|n/of 41st ave|s/of tuskegee a|w/of 134th ave|n/of 41st st|n/of 108th ave|e/of 146th ave|s/of 16th dr|s/of barclay ave|s/of sanford av|s/of 107th rd|w/of 77th st|n/of 65th ave|s/of tuskegee ai|n/of 59th ave|n/of depot rd|s/of 107th ave|s/of 65th ave|n/of 107th ave|n/of 134th ave|n/of cherry ave|n/of 113th ave|s/of 41st ave|s/of 109th ave|s/of 134th ave|w/of jasmine ave|s/of 46th ave|s/of cherry ave|n/of sanford av|e/of 41st ave|s/of 111th ave|w/of northern bl|s/of 59th ave|e/of 145th st|e/of 145th ave|n/of oak ave|s/of 132nd ave|n/of northern b|n/of hollywood|s/of sanford ave|n/of 43rd ave|n/of 45th ave|w/of 107th ave|w/of cross bay|s/of 43rd ave|e/of 46th ave|n/of laburnum av|n/of delaware av|n/of laburnum a|s/of northern b|s/of 110th ave|n/of elm ave|e/of 65th ave|w/of 137th ave|n/of station rd|n/of 35th ave|e/of 92nd st|e/of horace hard|n/of 111th ave|n/of sanford ave|e/of cross bay	T	1505
157 AVE	98 street|94 st|78 st|cohancy st|99 st	P	8
157 ST	107 ave|12 ave|south rd	P	76
157 STREET	115 rd	P|S	69
157th Ave	n/of 76th st|w/of cross bay b|e/of 77th st|w/of 77th st|e/of 78th st|w/of 92nd st|e/of 79th st|e/of cross bay|w/of 78th st|s/of 116th ave|e/of 101st st|e/of 97th st|e/of cross bay b|n/of 75th st|w/of 80th st|e/of 94th st|w/of cross bay|e/of 76th st|n/of 77th st|w/of 76th st|w/of 75th st|n/of 78th st|w/of 94th st|w/of 79th st|e/of 75th st|n/of 79th st|e/of 80th st|w/of 197th st|w/of 100th st|w/of 98th st|e/of 90th st	T	405
157th St	s/of 35th ave|e/of tuckerton s|n/of 140th ave|s/of 9th ave|n/of 132nd ave|n/of 131st st|n/of laburnum a|s/of 45th ave|s/of 84th dr|s/of sanford av|e/of 78th st|n/of 129th ave|e/of 12nd ave|n/of northern|n/of 13th ave|s/of station rd|n/of oak ave|n/of linden blv|n/of 128th ave|e/of beaver rd|s/of northern bl|s/of 43rd ave|n/of tuckerton|n/of 107th ave|n/of 108th ave|s/of 109th ave|e/of baisley bl|s/of 140th ave|w/of tuckerton|s/of 116th ave|n/of 134th ave|n/of liberty a|n/of brinkerhof|s/of powells co|s/of 134th ave|s/of 111th ave|s/of 33rd ave|s/of 65th ave|e/of 77th st|s/of tuckerton|n/of 45th ave|s/of meyer ave|n/of 113th ave|w/of foch blvd|s/of 22nd ave|n/of depot rd|s/of 137th ave|s/of northern b|s/of 20th rd|n/of northern b|w/of beaver rd|s/of tuskegee a|n/of liberty av|n/of sanford av|n/of 43rd ave|n/of 111th ave|s/of 108th ave|s/of sanford ave|n/of 59th ave|s/of 17th ave|n/of 137th ave|n/of horace har|s/of 110th ave|s/of beaver rd|n/of foch blvd|n/of 65th ave|s/of 107th ave|w/of 79th st|n/of 114th rd|n/of 110th ave|e/of tuckerton|n/of horace hard|n/of 17th rd|s/of 115th rd|n/of 35th ave|s/of 46th ave|w/of tuskegee a|s/of foch blvd|s/of 59th ave|s/of 32nd ave|n/of 148th dr|e/of northern|n/of northern bl|n/of tuckerton s|n/of 46th ave|n/of beaver rd|n/of 115th ave|n/of 116th ave|n/of 115th rd|s/of linden blv|n/of 13rd ave|n/of n conduit	T	1704
158 AVE	cross bay blvd|95 street	P	7
158 AVENUE	101 street	P|S	7
158 ST		P	107
158 STREET		P|S	23
158th Ave	w/of 100th st|w/of 97th st|n/of 90th st|e/of 95th st|w/of 83rd st|w/of 101st st|w/of cross bay b|w/of 78th st|s/of cross bay|e/of 78th st|w/of cross bay|e/of 102nd st|w/of 92nd st|n/of cross bay|w/of 81st st|e/of cross bay|w/of 103rd st	T	234
158th St	s/of 43rd ave|n/of 134th ave|s/of laburnum av|e/of 46th ave|s/of 137th ave|s/of 111th ave|n/of 115th rd|s/of linden ave|n/of 137th ave|s/of rockaway b|s/of depot rd|s/of 129th ave|n/of 129th ave|n/of laburnum a|s/of laburnum a|s/of beaver rd|s/of northern b|w/of cross bay|s/of 35th ave|n/of 124th ave|n/of 43rd ave|n/of station rd|e/of 103rd st|n/of sanford av|s/of sanford av|n/of liberty av|s/of 45th ave|n/of northern b|n/of oak ave|n/of 46th ave|s/of 134th ave|n/of 45th ave|s/of 115th rd|w/of 46th ave|s/of grand cent|n/of 111th ave|w/of laburnum a|n/of beaver rd|s/of archer ave|n/of n conduit|s/of archer av|n/of liberty a|e/of 111th ave|e/of 129th ave|s/of 145th rd|w/of sanford av|s/of 140th ave	T	890
159 RD		P	4
159 ST	sanford ave|111 ave	P	76
159 STREET		S|P	52
159th Ave	w/of 99th st|w/of 90th st|e/of 95th st|s/of 99th st|w/of 91st st|e/of 102nd st|w/of 103rd st|e/of 92nd st|w/of 92nd st|w/of cross bay|w/of 79th st|w/of 80th st|w/of cross bay b	T	147
159th Dr		T	5
159th Rd	e/of 102nd st|w/of 102nd st|s/of 102nd st	T	89
159TH ST		P	4
159th St	s/of 109th ave|e/of 161st st|w/of 137th ave|w/of northern b|s/of 108th ave|n/of 49th ave|n/of grand cent|n/of 107th ave|n/of 84th rd|n/of union turn|n/of 132nd ave|s/of union turn|n/of goethals av|w/of 85th ave|e/of 46th ave|s/of 134th ave|s/of northern bl|n/of laburnum a|s/of northern|n/of 65th ave|w/of 111th ave|s/of grand centr|n/of powells co|s/of sanford ave|n/of 85th ave|n/of 137th ave|e/of 160th st|w/of grand cent|s/of 131st ave|n/of 72nd ave|n/of northern bl|n/of powells cov|n/of grand centr|s/of northern b|n/of northern b|s/of grand cent|s/of 46th ave|s/of 59th ave|s/of 115th rd|s/of 35th ave|e/of 65th ave|n/of 134th ave|s/of sanford av|n/of 115th rd|n/of n conduit a|s/of 29th ave|n/of 45th ave|s/of laburnum a|n/of n conduit|s/of 111th ave|w/of rockaway b|n/of 46th ave|s/of 43rd ave|s/of laburnum av|s/of station rd|w/of 99th st|w/of 160th st|s/of 65th ave|n/of sanford av|n/of 116th ave|s/of 85th ave|s/of 45th ave|s/of 110th ave|n/of meyer ave|e/of goethals a|s/of 82nd dr	T	2892
15th Ave	w/of 202nd st|s/of 110th st|e/of 212th st|e/of 145th st|w/of 124th st|w/of 118th st|w/of 110th st|e/of 120th st|e/of college po|w/of parsons bl|e/of 126th st|e/of 146th st|w/of 139th st|w/of 123rd st|e/of 201st st|w/of 145th pl|w/of 132nd st|w/of 119th st|n/of 124th st|e/of 131st st|e/of 148th st|w/of college poi|w/of 112th st|n/of 110th st|e/of 119th st|e/of college poi|e/of 141st st|w/of 142nd st|e/of 121st st|w/of 130th st|w/of 131st st|w/of college po|e/of 110th st|e/of 130th st|w/of 127th st|w/of 120th st|e/of 129th st|w/of 121st st|n/of 126th st	T	725
15th Dr	w/of 150th st|w/of 149th st|e/of 147th st|e/of 149th st|w/of 208th st	T	86
15th Rd	w/of 149th st|e/of 149th st|e/of 215th st|w/of 202nd st|e/of 201st st|e/of 147th st|e/of 144th st|w/of 150th st|e/of 200th st	T	107
16 AVE	i/o 81 street	P	16
16 RD		P	21
160 AVE	99 st|84 street|84 st	P	6
160 AVENUE	84 street	P	5
160 ST	90 av|jamaica|90 ave|jamaica ave	P	234
160 STREET	90 ave	P|S	149
160th Ave	w/of 92nd st|n/of northern b|s/of liberty av|s/of jamaica av|e/of 89th ave|w/of 89th st|w/of cross bay b|w/of cross bay|e/of 91st st|e/of 82nd st|w/of 91st st|e/of 98th st|e/of 92nd st|e/of 78th st	T	79
160th St	n/of 59th ave|n/of jamaica ave|s/of 77th ave|w/of 90th ave|n/of 75th ave|n/of northern bl|s/of clintonvil|s/of grand cent|s/of 76th rd|s/of hillside a|n/of station rd|s/of tuskegee a|n/of 73rd ave|s/of 90th st|s/of 89th ave|n/of 90th ave|s/of archer ave|n/of 78th rd|s/of 84th ave|n/of 43rd ave|n/of 84th ave|s/of 84th dr|n/of laburnum a|s/of 90th ave|s/of 75th rd|w/of jamaica av|s/of 85th ave|n/of 89th ave|n/of sanford av|n/of 132nd ave|s/of jamaica wa|n/of 111th ave|s/of 91st ave|e/of 72nd ave|s/of liberty a|s/of 43rd ave|n/of jewel ave|s/of 161st st|n/of baisley bl|n/of northern b|n/of liberty ave|s/of 58th ave|s/of 82nd dr|n/of 76th ave|e/of hillside av|s/of jamaica a|s/of northern b|s/of 65th ave|n/of union turnp|e/of archer ave|n/of 79th ave|n/of powells co|n/of goethals av|s/of 45th ave|s/of 35th ave|s/of 77th rd|s/of 59th ave|e/of 77th ave|s/of sanford av|n/of 137th ave|n/of 134th ave|s/of jamaica av|n/of jamaica av|n/of 109th ave|s/of 76th ave|n/of jamaica a|n/of oak ave|n/of archer av|n/of liberty a|n/of 77th ave|s/of jamaica ave|n/of archer ave|s/of archer av|s/of 75th ave|n/of 75th rd|n/of 108th ave|s/of 134th ave|e/of jamaica av|e/of 75th rd|e/of 76th rd|s/of 109th ave|s/of 16th ave|n/of 85th ave|e/of jamaica a|s/of liberty av|s/of station rd|s/of 107th ave|n/of grand centr|n/of laburnum av|s/of willets po|s/of 140th ave|e/of union hal|w/of 75th ave|n/of 131st ave|n/of tuskegee a|w/of 161st st|n/of 76th rd|s/of 46th ave|s/of 84th rd|s/of 137th ave|n/of liberty av|s/of hillside av|s/of laburnum av|w/of 43rd ave|n/of 84th rd|n/of goethals a|e/of archer av|n/of 26th ave|n/of 110th ave|n/of 72nd ave|e/of 76th ave|s/of sanford ave|w/of 76th ave|s/of grand centr|n/of 140th ave|e/of 89th ave|w/of tuskegee a|s/of powells co|n/of 77th rd|n/of 45th ave|s/of 9th ave|s/of 128th ave|n/of 130th ave|n/of 35th ave|s/of 110th ave|e/of 75th ave|n/of n conduit a|n/of 116th ave|n/of 65th ave|n/of 22nd ave|n/of normal rd|n/of 107th ave	T	13436
160TH ST		P	8
161 AVE	i/o 87 street|97 st|i/o 91 street|196 st	P	13
161 AVENUE	91 street	P	5
161 ST	59 ave|corporal kennedy st|powells cove blvd|137 ave|72 ave|89 ave	P	146
161 STREET	89 avenue	P|S	43
161st Ave	e/of 84th st|s/of 90th ave|e/of cross bay|s/of jamaica av|e/of 87th st|e/of 90th st|w/of cross bay|n/of 99th st|n/of jamaica av|n/of cross bay|w/of 87th st|w/of 92nd st|e/of 92nd st|w/of cross isla|s/of cross bay|e/of 88th st|w/of cross bay b|n/of cross bay b|e/of cross bay b|e/of 86th st|e/of 91st st|n/of 89th ave|s/of cross bay b	T	243
161st Pl	s/of 89th ave|n/of 137th ave|s/of goethals a	T	23
161st St	n/of northern b|s/of 90th ave|n/of grand cent|s/of 59th ave|w/of cross bay|s/of jamaica wa|n/of 131st ave|s/of 84th rd|s/of 160th st|s/of 134th pl|e/of 65th ave|n/of archer ave|s/of 98th ave|s/of 130th ave|n/of 162nd st|s/of laburnum av|n/of northern bl|s/of 162nd st|e/of 84th dr|n/of normal rd|n/of 85th ave|n/of sanford av|s/of grand centr|w/of 84th ave|s/of hillside a|n/of 90th ave|n/of 84th ave|n/of hillside|w/of 59th ave|s/of sanford av|n/of jewel ave|n/of powells co|w/of 92nd st|s/of jamaica av|n/of 84th rd|s/of 132nd ave|n/of rose ave|n/of hillside a|n/of jamaica ave|s/of 140th ave|n/of queens blv|s/of 89th st|s/of jamaica ave|n/of 46th ave|n/of 84th dr|e/of 162nd st|n/of oak ave|w/of metropolita|w/of cross bay b|s/of 43rd ave|n/of jamaica av|s/of 89th ave|n/of 89th ave|n/of arcade ave|s/of 131st ave|s/of 84th ave|n/of 132nd ave|s/of 65th ave|s/of booth memor|n/of laburnum a|n/of jamaica a|s/of 28th ave|s/of jamaica a|s/of 84th dr|n/of 137th ave|s/of 134th ave|n/of 65th ave|s/of booth memo|s/of union turn|w/of 89th ave|s/of 46th ave|s/of hillside av|s/of grand cent|n/of rockaway b|n/of horace har|n/of laburnum av|s/of 82nd dr|w/of grand cent|s/of 128th ave|s/of horace hard|n/of n conduit|n/of grand cen|n/of 128th ave|w/of 131st ave|s/of cross bay|n/of grand centr|e/of cross bay|e/of 84th rd|e/of 89th ave|s/of baisley bl|s/of sanford ave|e/of grand cent|n/of powells cov|n/of 82nd dr|w/of 82nd dr|s/of union turnp|s/of 85th ave|n/of 72nd ave|w/of 140th ave|w/of n conduit|s/of 137th ave|s/of northern b|s/of station rd|w/of 90th ave	T	9963
162 ST		P	81
162 STREET	87 rd	S|P	186
162nd Ave	e/of 85th st|w/of cross bay|w/of cross bay b|e/of 91st st|w/of 88th st|w/of 92nd st|e/of 92nd st	T	45
162nd St	s/of 89th ave|n/of union hall|n/of 45th ave|s/of jamaica a|w/of 161st st|s/of 72nd ave|n/of hillside av|s/of 86th crest|s/of 35th ave|s/of 71st ave|w/of 72nd ave|n/of 43rd ave|w/of northern b|s/of 84th dr|w/of 166th st|s/of powells cov|e/of jamaica av|s/of 59th ave|e/of crocheron|n/of hillside a|e/of 85th ave|s/of 43rd ave|8o|n/of 76th rd|s/of 77th ave|w/of 160th st|n/of normal rd|n/of highland a|s/of northern|n/of highland av|n/of jamaica ave|n/of jamaica a|n/of 59th ave|s/of 85th ave|s/of horace hard|e/of booth memo|n/of jamaica av|n/of sanford av|s/of 77th rd|n/of union turn|e/of 72nd ave|s/of jamaica ave|s/of jamaica av|n/of 46th ave|n/of 75th ave|e/of 161st st|s/of hillside av|s/of crocheron|n/of laburnum av|s/of hillside|s/of northern b|s/of sanford av|n/of 89th ave|s/of booth memo|w/of 46th ave|n/of 12nd ave|s/of station rd|s/of 45th ave|n/of crocheron|n/of 85th ave|s/of 86th ave|s/of union turn|s/of 65th ave|s/of hillside a|n/of northern b|n/of station rd|n/of 65th ave|n/of crocheron a|w/of 65th ave|n/of 78th rd|n/of horace hard|s/of station sq|n/of 77th ave|e/of 65th ave|s/of highland a|n/of 72nd ave|n/of jamaica wa|s/of 79th ave|s/of sanford ave|s/of 75th rd|s/of 163rd st|s/of 78th rd|n/of horace har|n/of 77th rd|s/of highland av|n/of 86th crest|s/of laburnum a|n/of hillside|n/of 75th rd|w/of 77th ave|w/of 89th ave|e/of northern b|s/of 46th ave|e/of horace hard|s/of union st|e/of union turn|n/of 9th ave|s/of union turnp|s/of 89th st|e/of 71st ave|n/of 86th rd|w/of 71st ave	T	11673
163 AVE		P	9
163 AVENUE	95 street	P	6
163 ST	laburnum ave|29 ave|jamaica ave|pidgeon meadow rd	P	61
163 STREET		S|P	30
163rd Ave	e/of 91st st|n/of 95th st|w/of cross bay|n/of cross bay|w/of cross bay b|e/of 92nd st|w/of 92nd st|s/of cross bay|w/of 88th st|s/of 92nd st|e/of 87th st|e/of 86th st	T	126
163rd Dr	s/of 98th st|s/of queens blv	T	25
163rd Pl	n/of oak ave	T	9
163rd Rd		T	4
163rd St	s/of sanford ave|e/of 45th ave|n/of 29th ave|s/of 19th ave|n/of jamaica ave|n/of 65th ave|s/of jamaica av|s/of 35th ave|n/of 21st rd|n/of 72nd ave|s/of 59th ave|s/of hillside|w/of cross bay|s/of tuskegee|s/of 43rd ave|e/of jamaica av|n/of northern b|n/of sanford av|n/of horace har|n/of crocheron|n/of 19th ave|w/of 19th ave|w/of 72nd ave|s/of hillside av|n/of 43rd ave|s/of bayside ln|n/of 20th rd|n/of jamaica av|s/of northern b|s/of hillside a|s/of 89th ave|n/of 89th ave|s/of 45th ave|s/of booth memo|n/of jamaica a|e/of 72nd ave|s/of sanford av|s/of 71st ave|w/of jamaica a|n/of oak ave|n/of sanford ave|n/of 45th ave|n/of 120th ave|n/of 89th st|s/of 65th ave|e/of 21st ave|n/of jamaica wa|n/of 20th ave|e/of 71st ave|n/of 46th ave|w/of oak ave|s/of 107th ave	T	5483
