street	intersections	agencies	number_violations
58th Dr	s/of 59th st|s/of maurice ave|e/of 57th st|n/of flushing av|w/of 58th st|e/of 58th st|w/of 57th st|e/of 59th st|n/of 59th st	T	94
58th Ln	n/of 48th ave|e/of 48th ave|s/of 47th ave|s/of 48th ave|n/of 47th ave	T	184
58th Pl	e/of maspeth ave|w/of laurel hil|n/of maspeth av|s/of maspeth av|n/of maspeth a|s/of 57th dr|s/of 56th ave|n/of laurel hill|s/of 58th st|n/of laurel hil|s/of laurel hil|n/of 58th ave|e/of 58th st|w/of maspeth av|s/of 56th dr|n/of grand ave|s/of laurel hill|n/of 56th dr|e/of 56th dr|n/of 57th rd|n/of maspeth ave|s/of maspeth ave|e/of laurel hil	T	246
58th Rd	e/of 138th st|e/of 150th st|e/of main st|e/of 230th st|s/of queens midt|w/of 138th st|w/of main st|e/of 146th st|w/of 146th st|e/of 59th st|n/of 74th st|w/of 153rd st|w/of lawrence s|s/of 58th pl|w/of 58th pl|e/of 69th ln|e/of flushing av|e/of 136th st|e/of 64th st|w/of 136th st|w/of lawrence st|s/of queens mid|e/of 48th st|e/of queens mid|e/of lawrence s|e/of lawrence st|e/of maspeth a|n/of 146th st|s/of 64th st|n/of main st|w/of 69th pl|w/of lawrence|w/of 69th st|w/of maspeth a|e/of brown pl	T	840
58th St	s/of queens blv|s/of 37th ave|e/of maspeth av|n/of 55th ave|s/of 55th ave|n/of roosevelt a|n/of woodside|n/of 48th ave|s/of northern b|n/of 57th dr|n/of 37th ave|e/of 81st st|n/of 47th ave|e/of 57th rd|s/of 58th dr|n/of northern b|s/of 39th ave|n/of 31st ave|n/of laurel hil|n/of 32nd ave|s/of 47th ave|s/of queens bl|n/of 55th dr|s/of 32nd ave|n/of northern bl|s/of 55th dr|n/of broadway|n/of 56th dr|n/of northern|s/of 58th pl|s/of borden av|n/of maspeth av|s/of northern bl|s/of 56th dr|n/of borden ave|s/of 57th rd|s/of 58th ln|n/of woodside a|s/of broadway|s/of borden ave|s/of maspeth av|n/of maurice ave|w/of 48th ave|s/of 43rd ave|s/of hoffman dr|s/of 47th st|e/of 58th dr|n/of 58th pl|s/of woodside av|e/of 55th ave|s/of queens pl|n/of roosevelt|e/of 55th dr|e/of borden ave	T	1285
59 AVE	161 st|175 st|calloway st	P	160
59 AVENUE		S|P	189
59 DR	69 pl	P	38
59 DRIVE	59 place|63 street	S|P	17
59 PL	laurel hill blvd|59 rd|60 rd	P	47
59 PLACE	60 road	S|P	59
59 RD	58 st	P	20
59 ROAD	68 street	P	7
59 ST		P	106
59 STREET	107 ave	S|P	383
59th Ave	e/of 99th st|n/of 92nd st|w/of 156th st|w/of 99th st|s/of 136th st|w/of utopia pky|s/of seabury st|w/of 157th st|e/of 59th st|w/of 64th st|w/of seabury st|w/of 59th st|s/of 94th st|e/of 175th pl|e/of 138th st|w/of 92nd st|w/of fresh pond|e/of 174th st|w/of main st|n/of vanhorn st|s/of 150th st|e/of 64th st|e/of fresh pon|w/of lawrence st|e/of 136th st|s/of 146th st|e/of main st|e/of lawrence st|s/of vanhorn st|s/of 174th st|s/of fresh pond|w/of 150th st|w/of 146th st|w/of calloway st|e/of vanhorn st|w/of 136th st|w/of 142nd st|e/of 175th st|e/of 150th st|e/of lawrence s|e/of fresh mead|e/of fresh pond|e/of parsons bl|e/of 60th st|w/of 175th pl|w/of lawrence s|w/of calloway s|e/of seabury st|e/of 148th st|w/of 153rd st|e/of 146th st|e/of 92nd st|e/of kissena bl|w/of 61st st|w/of 94th st|s/of 64th st|n/of fresh pond|e/of 61st st|n/of 138th st|w/of 174th st|s/of flushing a|e/of 60th ln|e/of 100th st|e/of 155th st|e/of 48th st|e/of junction bl|n/of lawrence st|e/of 163rd st	T	1746
59TH AVE		P|S	4
59th Dr	e/of 58th st|e/of 150th st|e/of 59th pl|w/of 60th st|s/of fresh pond|w/of fresh pond|e/of fresh pond|n/of 59th st|w/of 59th st|e/of 69th st|w/of 69th pl|n/of 69th pl|e/of 60th ln|e/of 60th st|w/of 60th pl	T	131
59th Pl	e/of 56th rd|s/of 59th dr|n/of 44th ave|n/of queens blv|s/of queens blv|s/of 60th ave|s/of 44th ave|s/of 56th dr|w/of 59th dr|w/of 56th rd|n/of 48th ave|e/of 60th ave|e/of 56th dr|n/of 60th rd|n/of maspeth a|n/of maspeth av|n/of 56th dr|e/of 44th ave|s/of 56th rd|w/of 56th dr|w/of maspeth av|s/of 47th ave	T	221
59th Rd	w/of 59th st|e/of 60th ln|w/of 59th pl|w/of 60th st|w/of 68th st|w/of 69th st|n/of 69th pl|w/of 60th ln|n/of 60th ln|e/of 69th st|e/of 59th st|w/of 69th pl|n/of 58th pl	T	73
59th St	n/of roosevelt|e/of maspeth av|n/of 56th dr|w/of 56th dr|s/of 56th ave|s/of woodside a|s/of 55th dr|n/of cooper ave|s/of maurice av|n/of 37th st|n/of 48th ave|s/of 56th rd|s/of broadway|n/of 57th rd|n/of 47th ave|n/of broadway|n/of 37th ave|n/of roosevelt a|n/of 59th dr|n/of 41st ave|s/of 57th rd|w/of maspeth ave|n/of laurel hill|n/of maspeth ave|n/of 39th ave|s/of 59th dr|s/of queens blv|n/of grand ave|n/of 56th ave|w/of 39th ave|s/of 47th ave|s/of 37th ave|s/of 39th ave|e/of 37th ave|w/of maspeth av|s/of roosevelt|n/of 50th ave|s/of 38th ave|s/of queens bl|w/of broadway|n/of maspeth av|n/of 56th rd|n/of woodside a|s/of 34th ave|n/of flushing a|n/of 58th ave|s/of 59th rd|n/of 34th ave|e/of 59th ave	T	1552
5th Ave	e/of lax ave|w/of college poi|e/of college poi|w/of 121st st|w/of college p|s/of college po|e/of 117th st|w/of 46th rd|s/of lax ave|w/of college pl|w/of 125th st|e/of north basi|w/of 149th st|n/of 127th st|e/of college po	T	130
5th St	n/of 46th rd|s/of north basi|n/of 48th ave|w/of 46th ave|e/of 46th ave|n/of north basi|s/of 51st ave|n/of north basin|n/of borden ave|e/of north basin|w/of 47th ave|e/of north basi|e/of 47th rd|w/of north basin|w/of north basi|s/of 46th ave|e/of 51st ave|n/of 47th rd|s/of 47th rd|s/of 46th rd|e/of 46th rd|n/of 46th ave|s/of 47th ave|n/of 51st ave|s/of north basin|n/of 47th ave|s/of 48th ave|s/of center blvd|w/of 46th rd|s/of 46th st|s/of 50th st|n/of 148th ave	T	1488
5TH ST	50 ave	P	9
5TH STREET		P	6
6 AVE	126 st	P	22
6 AVENUE		P	5
60 AVE	85 st|fresh pond rd	P	262
60 AVENUE		S|P	288
60 DR	fresh pond rd|fresh pond|60 ln|60 pl	P	109
60 DRIVE	60 place	P|S	44
60 LANE	67 ave	P|S	108
60 LN	eliot ave|59 ave	P	88
60 PL	75 ave	P	58
60 PLACE		S|P	162
60 RD	fresh pond rd	P	77
60 ROAD		P|S	57
60 ST	woodside ave|39 ave|160 rd|37 avenue|47 ave|37 ave|137 ave|flushing ave|60 ave	P	187
60 STREET	69 avenue|39 avenue|69 ave|c/o 39 ave|37 avenue|32 ave n/e/c/o	S|P	394
60th Ave	w/of 142nd st|w/of 69th pl|w/of woodhaven|n/of main st|e/of 138th st|w/of 150th st|w/of 146th st|s/of 47th ave|w/of 136th st|w/of 256th st|n/of 60th ln|e/of main st|w/of 60th pl|w/of kissena blv|w/of 69th ln|w/of woodhaven b|w/of 60th st|w/of calloway s|e/of 94th st|w/of main st|w/of lawrence s|e/of 148th st|e/of 60th st|w/of 70th st|e/of lawrence st|w/of 60th ln|w/of 138th st|e/of 60th pl|w/of otis ave|e/of 99th st|s/of woodhaven|n/of 60th pl|w/of kissena bl|e/of fresh pond|e/of 136th st|e/of 69th ln|w/of calloway|w/of fresh pond|e/of lawrence s|e/of 142nd st|w/of 246th pl|s/of lawrence st|w/of lawrence st|e/of 59th pl|e/of 60th ln|w/of calloway st|s/of main st|s/of 60th ln|e/of 153rd st|n/of 65th st|s/of 69th st|w/of 69th st|s/of 60th pl|s/of fresh pond|s/of 65th st|e/of otis ave|n/of 84th pl|e/of 150th st|w/of 72nd st	T	1332
60TH AVE		P	7
60th Dr	w/of fresh pond|w/of 86th st|e/of 60th ln|w/of 85th st|s/of 85th st|s/of woodhaven|w/of 60th ln|w/of 84th st|e/of 69th st|s/of 86th st|n/of fresh pond|s/of mount olive	T	120
60TH DRIVE		P	4
60TH LANE		P	5
60th Ln	n/of myrtle ave|s/of 60th ave|w/of myrtle ave|n/of 67th ave|e/of catalpa av|s/of 68th ave|w/of eliot ave|s/of catalpa av|s/of 67th ave|w/of 70th ave|n/of 59th ave|w/of 61st st|n/of 70th ave|n/of 59th dr|w/of 75th ave|s/of 60th rd|s/of eliot ave|n/of 61st st|e/of 59th st|n/of grand ave|s/of 61st st|n/of st felix av|n/of metropolita|w/of 60th rd|e/of 60th dr|n/of metropolit|n/of liberty av|n/of metropoli|w/of 60th st|s/of myrtle ave|s/of 80th ave|w/of 68th rd|s/of flushing a|e/of myrtle ave|s/of 70th ave|n/of eliot ave|s/of putnam ave|n/of 75th ave|n/of catalpa av|n/of 68th rd|n/of 69th ave|s/of 59th ave|n/of 60th rd|s/of 71st ave|s/of metropolit|e/of 61st st|e/of 71st ave|s/of catalpa ave|s/of flushing av|e/of 60th st|s/of 68th rd|e/of 70th ave|n/of 71st ave|n/of 68th ave|s/of 69th ave|s/of cooper ave|w/of 67th ave|s/of palmetto s|s/of 60th st|s/of 60th dr|n/of 60th dr|n/of putnam ave|n/of 80th ave|n/of catalpa ave|e/of eliot ave|e/of 68th rd|w/of 60th ave|e/of putnam ave|w/of 60th dr|w/of 161st st|w/of 59th dr|w/of 261st st|w/of catalpa av|s/of st felix av	T	2436
60th Pl	s/of metropolit|s/of putnam ave|n/of putnam ave|w/of 59th dr|w/of st felix a|s/of woodbine st|e/of metropolit|n/of metropolita|w/of palmetto|s/of eliot ave|e/of putnam ave|n/of putnam av|w/of 61st st|e/of palmetto s|s/of madison st|n/of madison st|n/of linden st|s/of woodbine s|n/of 67th ave|s/of palmetto s|s/of 67th ave|s/of flushing av|w/of putnam ave|s/of metropoli|n/of metropolit|s/of 59th dr|s/of linden st|n/of myrtle ave|n/of 34th ave|s/of palermo st|e/of 67th ave|e/of linden st|s/of 60th dr|w/of linden st|w/of woodbine st|n/of woodbine st|n/of grove st|n/of 59th ave|n/of 59th dr|s/of palmetto st|s/of gates ave|e/of 60th ct	T	813
60th Rd	n/of fresh pond|s/of 60th ln|w/of fresh pond|s/of 60th st|e/of fresh pond|w/of 60th st|s/of fresh pond|e/of 69th st	T	246
60th St	n/of myrtle ave|n/of 76th ave|n/of 78th ave|n/of 71st ave|s/of 43rd ave|s/of st felix av|s/of 68th ave|n/of catalpa ave|n/of laurel hil|n/of 56th ave|s/of flushing a|s/of putnam ave|s/of northern|s/of horace har|s/of 31st ave|s/of northern bl|s/of 78th ave|s/of 56th rd|n/of 70th ave|n/of 31st ave|e/of myrtle ave|n/of 60th ln|n/of 69th ave|n/of 37th ave|n/of metropolita|s/of 48th ave|n/of catalpa av|w/of myrtle ave|w/of 56th rd|n/of bleecker s|s/of 89th ave|s/of roosevelt|w/of fresh pond|s/of 55th rd|w/of 56th ave|e/of 71st st|e/of 70th ave|w/of main st|w/of northern b|n/of palmetto st|e/of 37th ave|e/of 39th ave|w/of 69th ave|s/of 47th ave|w/of woodside a|n/of 44th ave|s/of 60th dr|s/of 67th ave|n/of 60th ct|w/of 69th st|n/of northern b|n/of 55th dr|n/of roosevelt|s/of 71st ave|s/of broadway|s/of 38th ave|s/of woodside a|s/of catalpa av|n/of broadway|s/of 69th ave|n/of 39th ave|n/of northern|n/of 56th dr|s/of catalpa ave|s/of woodside av|w/of 60th ln|w/of 78th ave|s/of northern b|s/of 37th ave|s/of 70th ave|n/of 38th ave|n/of 60th dr|e/of 71st ave|n/of 48th ave|e/of 78th st|w/of broadway|n/of northern bl|w/of st felix a|s/of metropolit|e/of broadway|n/of 67th ave|e/of 56th rd|s/of myrtle ave|n/of woodside a|n/of roosevelt a|n/of 34th ave|n/of cooper ave|s/of 34th ave|n/of 79th ave|n/of 43rd ave|n/of 56th rd|n/of queens blv|w/of 38th ave|w/of roosevelt	T	3201
60TH ST	roosevelt	P	4
61 AVE	244 street	P	25
61 RD	146 street	P	30
61 ROAD	150 street|67 street	P|S	15
61 ST	woodside ave|tyler ave|38 ave|37 ave|56 drive|56 dr|st felix ave	P	113
61 STREET	60 lane|37 avenue|juniper blvd|grand ave|qns blvd|59 drive|47 ave	S|P	392
61st Ave	e/of 244th st|e/of 153rd st|w/of 153rd st|w/of reeves ave|e/of 246th pl|n/of laurel hil|e/of 57th dr|w/of 61st st|w/of cross bay b|w/of cross bay	T	60
61st Dr	n/of 67th st|e/of 67th st|e/of 153rd st|w/of 150th st	T	34
61st Rd	e/of 138th st|w/of 150th st|w/of 69th st|n/of reeves ave|w/of reeves ave|n/of main st|s/of 136th st|e/of 153rd st|e/of 69th st|w/of reeves av|w/of 153rd st|w/of woodhaven|e/of 150th st|s/of 84th st|e/of 136th st|s/of 32nd ave|e/of main st	T	311
61ST RD	w/o reeves ave|e/o 153 st	P	6
61st St	e/of borden ave|e/of 60th ln|s/of grove st|s/of woodside a|e/of 153rd st|e/of woodside a|n/of 31st ave|w/of 56th rd|s/of myrtle ave|s/of 39th ave|n/of 43rd ave|s/of 59th rd|n/of 60th ln|s/of bleecker s|s/of queens blv|n/of cooper ave|s/of fresh pond|n/of bleecker s|s/of woodside|w/of 75th ave|s/of northern b|s/of woodside av|s/of metropolit|s/of 53rd dr|w/of 57th rd|n/of 39th ave|e/of maspeth av|n/of roosevelt a|s/of 56th ave|s/of 48th ave|s/of 80th ave|w/of 32nd ave|n/of broadway|w/of st felix a|n/of 47th ave|n/of roosevelt|s/of bleecker st|n/of woodside av|n/of woodside a|n/of 51st ave|s/of 43rd ave|s/of st felix av|e/of bleecker s|n/of 56th ave|s/of 32nd ave|s/of 56th dr|s/of 60th dr|s/of queens bl|n/of grove st|n/of northern bl|s/of 47th ave|n/of 32nd ave|s/of 60th ln|n/of northern b|n/of 56th rd|s/of 75th ave|e/of 56th dr|s/of 37th ave|n/of st felix av|n/of 56th dr|s/of 31st ave|s/of broadway|n/of 57th rd|n/of queens blv|e/of grove st|n/of 80th ave|w/of 60th ln|s/of 34th ave|n/of laurel hi|s/of northern bl|n/of bleecker st|n/of laurel hil|n/of 37th ave|s/of metropolita|s/of roosevelt|e/of metropolit|e/of 32nd ave	T	2993
62 AVE	69 ln|yellowstone blvd|saunders st|horace harding|e/o yellowstone blvd|69 st|booth st	P	73
62 AVENUE		S|P	105
62 DR	84 st|98 st	P	27
62 DR.		S	9
62 DRIVE		P|S	88
62 RD	102 st|64 st|108 street i/o	P	45
62 ROAD	69 street	S|P	153
62 ST	37 ave|34 ave|39th ave|32 avenue|75 ave|39 ave	P	180
62 STREET		S|P	197
62nd Ave	s/of booth st|e/of 136th st|s/of yellowsto|s/of 63rd st|n/of saunders|w/of 60th st|s/of woodhaven|w/of queens blv|s/of eliot ave|n/of 79th st|s/of wetherole|s/of wetherole s|n/of 60th st|e/of wetherole s|w/of 69th ln|n/of 62nd rd|n/of 138th st|s/of saunders|w/of austin st|e/of 188th st|e/of 98th st|w/of 64th st|w/of yellowsto|e/of yellowsto|e/of 78th st|e/of saunders st|e/of horace ha|s/of junction b|n/of queens blv|e/of 102nd st|e/of 99th st|w/of 102nd st|n/of queens bl|w/of 65th st|w/of 80th st|e/of 69th ln|e/of 69th pl|s/of 93rd ave|w/of 69th pl|w/of saunders s|w/of grand cen|w/of yellowston|s/of queens bl|e/of queens bl|w/of 93rd st|e/of 65th st|e/of austin st|e/of 79th st|w/of wetherole|e/of woodhaven|w/of yellowstone|e/of junction b|n/of 93rd st|n/of saunders s|s/of queens blv|e/of 93rd st|w/of 60th pl|n/of austin st|n/of alderton s|s/of 93rd st|e/of queens blv|n/of queens blvd|n/of wetherole|s/of saunders s|s/of queens blvd|n/of weirfield|e/of horace har|e/of yellowston|n/of booth st|n/of wetherole s|w/of 99th st|n/of saunders st|e/of saunders s|e/of queens blvd|w/of main st|s/of yellowston|w/of booth st|e/of 70th st|s/of austin st|w/of 70th st|n/of 102nd st|w/of 78th st|e/of fresh pond|s/of saunders st|w/of alderton st|n/of 63rd ave|w/of saunders st|w/of horace hard|w/of queens blvd|n/of 80th st|e/of horace hard|w/of fresh pond|e/of booth st|w/of 79th st|e/of 64th st|w/of wetherole s|w/of grand cent|w/of alderton|w/of 84th st|n/of 99th st	T	1644
62nd Dr	e/of 108th st|w/of woodhull av|s/of 99th st|n/of 97th pl|e/of junction bl|n/of junction|s/of junction|w/of woodhaven|w/of juniper blv|w/of junction bl|n/of grand cent|e/of queens blv|s/of 97th pl|s/of 110th st|s/of queens blvd|e/of 84th pl|w/of 99th st|n/of junction b|w/of 108th st|s/of 97th st|e/of junction b|e/of junction|n/of juniper bl|w/of junction|w/of woodhaven b|s/of queens bl|n/of queens bor|n/of 108th st|s/of grand cent|w/of junction b|n/of queens blv|n/of queens bl|s/of junction b|e/of 97th pl|e/of queens bl|e/of 99th st|n/of 97th st|s/of 98th st|n/of 99th st|w/of grand cent|e/of 98th st|w/of grand centr|s/of queens blv|n/of queens blvd|w/of 98th st|s/of junction bl|w/of 110th st|e/of 97th st|w/of yellowston|e/of woodhaven|w/of 84th pl|w/of 97th st|w/of queens blv|w/of queens bl|w/of apex pl|e/of 69th st|w/of woodhull a|n/of saunders s|e/of 63rd rd|e/of woodhaven b|e/of 102nd st|e/of grand cent|w/of 97th pl|w/of juniper bl	T	2616
62nd Rd	n/of 99th st|n/of woodhaven|n/of broadway|n/of 102nd st|n/of 108th st|w/of woodhaven|e/of queens blv|e/of woodhaven|s/of 136th st|n/of queens bl|w/of yellowstone|dead end|n/of 136th st|s/of yellowstone|w/of yellowston|w/of 108th st|s/of eliot ave|w/of main st|w/of 136th st|e/of 102nd st|w/of 102nd st|e/of yellowston|s/of woodhaven b|e/of yellowstone|n/of metropolit|n/of queens blv|s/of 108th st|e/of fresh pond|n/of 138th st|n/of yellowstone|n/of metropoli|e/of 136th st|e/of 99th st|w/of 99th st|s/of woodhaven|n/of main st	T	685
62nd St	n/of 34th ave|s/of eliot ave|s/of 39th ave|n/of northern|s/of woodside a|n/of woodside a|s/of 32nd ave|s/of northern|n/of 68th ave|s/of myrtle ave|n/of 65th pl|s/of saunders s|w/of 62nd ave|s/of 62nd rd|s/of 34th ave|s/of 68th ave|n/of 48th ave|n/of woodside av|e/of 65th pl|e/of 75th ave|e/of myrtle ave|n/of 43rd ave|e/of woodside a|n/of roosevelt a|s/of broadway|s/of 65th pl|s/of 37th ave|e/of woodside av|s/of northern b|n/of roosevelt|n/of 35th ave|s/of 75th ave|w/of 65th pl|n/of 62nd rd|n/of 75th ave|s/of 62nd ave|s/of northern bl|n/of myrtle ave|w/of 37th ave|n/of broadway|n/of 39th ave|s/of queens blv|n/of 37th ave|n/of metropolit|s/of beach chan|w/of 108th st|n/of northern b|s/of cooper ave|n/of rockaway|w/of myrtle ave|w/of woodside a	T	1745
63 AVE	haring street|grand central|alderton st	P	64
63 AVENUE		S|P	145
63 DR		P	44
63 DRIVE	austin street|carlton st	S|P	193
63 PL		P	8
63 PLACE		P	5
63 RD	108 street	P	21
63 ROAD		P|S	343
63 ST	53 dr|roosevelt|tyler ave|laurel hill blvd|39 ave	P	85
63 STREET	woodside ave|tyler avenue	P|S	241
63rd Ave	n/of wetherole|s/of wetherole s|s/of apex pl|w/of queens blv|s/of 138th st|n/of queens bl|s/of wetherole|s/of junction|n/of apex pl|n/of 99th ave|n/of austin st|n/of wetherole s|e/of yellowstone|e/of wetherole s|e/of saunders s|n/of queens blv|w/of booth st|e/of 108th st|s/of 99th st|s/of saunders s|n/of alderton st|w/of alderton st|n/of booth st|e/of apex pl|n/of 63rd rd|n/of saunders st|e/of 136th st|w/of 110th st|n/of saunders s|s/of 108th st|e/of woodhaven|n/of 136th st|e/of 99th st|n/of 102nd st|e/of booth st|w/of alderton s|e/of saunders st|s/of queens blv|s/of austin st|s/of 110th st|s/of queens blvd|s/of booth st|s/of 136th st|w/of woodhaven|n/of alderton s|w/of apex pl|w/of 102nd st|e/of 110th st|w/of main st|n/of 99th st|w/of saunders s|w/of 136th st|e/of queens blv|e/of wetherole|w/of saunders st|e/of marathon p|s/of 102nd st|n/of 108th st|w/of austin st|w/of grand cent|n/of queens blvd|n/of yellowstone|n/of 110th st|s/of jamaica av|s/of queens bl|e/of 95th st|e/of alderton s|w/of 108th st|w/of 95th st|s/of alderton st|w/of 99th st|n/of alderton|s/of saunders st|e/of fitchett s	T	1850
63rd Dr	w/of 108th st|n/of saunders st|w/of 110th st|n/of 98th st|n/of queens blv|e/of 108th st|s/of alderton s|n/of 99th st|s/of 102nd st|e/of 97th st|e/of alderton st|s/of 98th pl|e/of 98th pl|w/of yellowston|e/of yellowstone|s/of queens blvd|w/of bourton st|s/of carlton st|n/of 98th pl|e/of yellowston|e/of 110th st|s/of junction b|w/of 102nd st|e/of 98th st|n/of 110th st|n/of wetherole s|n/of 108th st|s/of booth st|e/of booth st|w/of alderton s|e/of queens blv|s/of 98th st|n/of saunders s|w/of 98th st|e/of 99th st|w/of grand centr|w/of 98th pl|s/of austin st|n/of queens blvd|s/of 108th st|s/of 99th st|e/of carlton st|s/of wetherole|e/of 102nd st|n/of booth st|s/of queens blv|n/of carlton st|w/of 64th ave|n/of alderton s|e/of wetherole s|s/of saunders st|n/of austin st|n/of 102nd st|n/of 99th ave|e/of 263rd st|n/of wetherole|w/of 99th st|n/of 97th st|w/of wetherole s|s/of queens bor|n/of alderton|s/of fitchett st|e/of 63rd rd|n/of haring st|s/of wetherole s|n/of queens bl|s/of bourton st|e/of alderton|s/of saunders s|s/of haring st|s/of 97th st	T	7092
63RD DRIVE		P	4
63rd Pl	w/of 53rd dr|e/of 63rd rd|w/of 108th st	T	10
63rd Rd	n/of 98th pl|n/of 136th st|n/of grand centr|n/of queens blv|s/of 62nd dr|n/of queens blvd|n/of 63rd dr|e/of 99th st|e/of 98th pl|w/of woodhaven|s/of 63rd dr|w/of 110th st|n/of 102nd st|w/of 97th st|n/of queens bl|e/of 163rd rd|e/of queens blv|w/of 98th st|w/of 98th pl|s/of 108th st|s/of 99th st|e/of 108th st|e/of 102nd st|s/of 102nd st|e/of 98th st|e/of 97th st|s/of 97th st|n/of 97th st|n/of 98th st|e/of yellowstone|w/of 108th st|w/of 102nd st|s/of queens blv|s/of 112th st|w/of 99th st|n/of 108th st|e/of 110th ave|n/of 99th st|s/of 98th st|n/of 59th ave|s/of 98th pl|w/of queens blv|s/of wetherole s|w/of yellowstone|w/of 136th st|e/of 63rd ave|n/of alderton s|e/of 108th rd|w/of grand cent	T	5069
63rd St	s/of roosevelt a|w/of 64th st|s/of 43rd ave|s/of 53rd dr|n/of roosevelt|n/of broadway|n/of 34th ave|n/of 59th ave|s/of roosevelt|n/of 39th ave|n/of roosevelt a|s/of 59th ave|s/of flushing av|s/of flushing a|n/of queens blv|s/of 97th st|e/of 39th ave|s/of 39th ave|s/of hicks dr|n/of 59th dr|w/of 39th ave|e/of 51st ave|s/of queens blv|e/of 59th dr|s/of 35th ave|s/of woodside a	T	2522
64 AVE	188|horace harding expwy|gcp service rd|186 ln	P	94
64 AVENUE		S|P	132
64 CIR		P	4
64 CIRCLE	194 st	P	4
64 LANE		S|P	22
64 LN		P	15
64 PL	otto rd|central ave	P	85
64 PLACE	otto road|otto rd	S|P	82
64 RD	central pkwy service	P	22
64 ROAD		S|P	137
64 ST	84 st|myrtle|37th ave|pallmetto st|137 ave|woodside ave|78 ave|50 ave|i/o gates ave|broadway|metropolitan ave|37 ave|hicks drive|gates ave	P	237
64 STREET	shaler ave|gates ave	S|P	348
64th Ave	n/of yellowston|e/of 137th st|e/of 174th st|e/of 64th rd|median divider|e/of kissena blv|e/of 64th cir|w/of 254th st|s/of queens blv|n/of queens blv|s/of 102nd st|w/of 228th st|e/of yellowstone|e/of 186th st|s/of 138th rd|w/of grand cent|s/of 228th st|n/of saunders s|s/of yellowston|s/of 98th st|s/of 102nd ave|e/of 108th st|e/of 102nd st|n/of 108th st|w/of 182nd st|e/of 138th st|w/of main st|e/of 136th st|e/of 98th st|w/of queens bl|w/of yellowstone|e/of 99th st|w/of 174th st|n/of kissena bl|e/of 230th st|n/of queens blvd|e/of 110th st|w/of 231st st|e/of 253rd st|s/of 99th st|w/of 186th st|s/of 108th st|w/of 186th ln|s/of queens blvd|e/of cloverdale|n/of yellowsto|w/of utopia pky|s/of grand centr|n/of 64th cir|w/of 188th st|w/of 108th st|n/of queens bl|e/of 188th st|w/of yellowston|e/of queens blv|n/of 102nd st|s/of yellowsto|w/of 64th cir|e/of kissena bl|w/of 175th st|n/of 98th st|w/of 65th cres|e/of yellowston|e/of utopia pky|w/of 184th st|w/of 98th st|e/of 217th st|w/of bell blvd|w/of 102nd st|n/of 99th st|s/of saunders st|n/of 137th st|w/of queens blv|e/of grand cent|e/of queens bl|s/of yellowstone|e/of 186th ln|e/of 212th st|w/of yellowsto|w/of 230th st|w/of 155th st|median|w/of 217th st|e/of 184th st|e/of 228th st|w/of 99th st|w/of 138th st|w/of peck ave|n/of 110th st|s/of 188th st|n/of 188th st|e/of yellowsto|w/of 212th st|n/of 164th ave|n/of 175th st|e/of 224th st	T	4540
64TH AVE		P	5
64th Cir	w/of 194th st|e/of 194th st|e/of 194th ln|s/of 194th st|s/of 64th ave|n/of 64th ave|e/of 197th st|w/of 188th st	T	172
64th Ln	s/of cooper ave|n/of 78th ave|s/of 74th ave|n/of cooper ave|n/of central av	T	266
64th Pl	e/of 68th ave|e/of cypress hil|n/of myrtle ave|e/of central av|s/of 80th ave|s/of myrtle ave|s/of otto rd|s/of 78th ave|w/of cypress hil|s/of central av|w/of myrtle ave|n/of cooper ave|n/of central ave|n/of 78th ave|n/of central av|s/of cooper ave|n/of 74th ave|w/of central av|s/of cypress hil|e/of central ave|s/of cypress hi|n/of 68th ave|dead end|n/of otto rd	T	657
64th Rd	n/of 108th st|n/of queens blvd|s/of wetherole|w/of 102nd st|w/of dieterle c|w/of 108th rd|w/of bolton rd|e/of 82nd pl|n/of queens bl|e/of yellowston|s/of queens bl|s/of yellowston|n/of 98th st|w/of 98th st|e/of queens blv|e/of queens blvd|w/of 84th pl|e/of 102nd st|e/of 84th st|n/of dieterle c|w/of ellwell cr|s/of booth st|n/of wetherole|w/of fitchett s|s/of 102nd st|e/of cromwell c|e/of 99th st|n/of saunders st|n/of yellowston|n/of wetherole s|e/of woodhaven|w/of grand cent|w/of 84th st|s/of 108th st|w/of fitchett st|s/of queens bor|e/of grand cent|w/of ellwell cre|n/of austin st|n/of saunders s|s/of wetherole s|s/of queens blv|n/of 98th pl|e/of 110th st|n/of 102nd st|e/of 108th st|n/of booth st|s/of saunders st|w/of saunders st|s/of queens blvd|n/of queens blv|n/of 99th st|w/of 99th st|s/of 99th st|s/of 98th st|s/of saunders s|w/of queens blv|w/of 108th st|e/of yellowstone|e/of 98th st|e/of booth st|s/of yellowsto|e/of fitchett s|e/of saunders s|s/of alderton s|w/of yellowston|n/of palmetto s|e/of 101st st|s/of austin st|e/of 84th pl|n/of 110th st|n/of 82nd pl|e/of boelsen cre|s/of grand cent|n/of sunnyside|w/of dieterle cr|w/of yellowsto	T	5128
